,date,month,hour,rate,weekday,min_c,max_c,rain,snow
1939,2019-03-22,3,19,3,금,-0.7,8.3,0,0
1940,2019-03-22,3,20,0,금,-0.7,8.3,0,0
1941,2019-03-22,3,21,9,금,-0.7,8.3,0,0
1942,2019-03-22,3,22,8,금,-0.7,8.3,0,0
1943,2019-03-22,3,23,4,금,-0.7,8.3,0,0
1944,2019-03-23,3,00,21,토,-0.4,8.2,1,0
1945,2019-03-23,3,01,21,토,-0.4,8.2,1,0
1946,2019-03-23,3,02,6,토,-0.4,8.2,1,0
1947,2019-03-23,3,03,1,토,-0.4,8.2,1,0
1948,2019-03-23,3,04,0,토,-0.4,8.2,1,0
1949,2019-03-23,3,05,0,토,-0.4,8.2,1,0
1950,2019-03-23,3,06,3,토,-0.4,8.2,1,0
1951,2019-03-23,3,07,0,토,-0.4,8.2,1,0
1952,2019-03-23,3,08,5,토,-0.4,8.2,1,0
1953,2019-03-23,3,09,16,토,-0.4,8.2,1,0
1954,2019-03-23,3,10,38,토,-0.4,8.2,1,0
1955,2019-03-23,3,11,15,토,-0.4,8.2,1,0
1956,2019-03-23,3,12,21,토,-0.4,8.2,1,0
1957,2019-03-23,3,13,19,토,-0.4,8.2,1,0
1958,2019-03-23,3,14,28,토,-0.4,8.2,1,0
1959,2019-03-23,3,15,37,토,-0.4,8.2,1,0
1960,2019-03-23,3,16,11,토,-0.4,8.2,1,0
1961,2019-03-23,3,17,22,토,-0.4,8.2,1,0
1962,2019-03-23,3,18,16,토,-0.4,8.2,1,0
1963,2019-03-23,3,19,13,토,-0.4,8.2,1,0
1964,2019-03-23,3,20,10,토,-0.4,8.2,1,0
1965,2019-03-23,3,21,12,토,-0.4,8.2,1,0
1966,2019-03-23,3,22,10,토,-0.4,8.2,1,0
1967,2019-03-23,3,23,14,토,-0.4,8.2,1,0
1968,2019-03-24,3,00,11,일,-0.8,9.7,0,0
1969,2019-03-24,3,01,7,일,-0.8,9.7,0,0
1970,2019-03-24,3,02,4,일,-0.8,9.7,0,0
1971,2019-03-24,3,03,8,일,-0.8,9.7,0,0
1972,2019-03-24,3,04,9,일,-0.8,9.7,0,0
1973,2019-03-24,3,05,14,일,-0.8,9.7,0,0
1974,2019-03-24,3,06,9,일,-0.8,9.7,0,0
1975,2019-03-24,3,07,8,일,-0.8,9.7,0,0
1976,2019-03-24,3,08,11,일,-0.8,9.7,0,0
1977,2019-03-24,3,09,1,일,-0.8,9.7,0,0
1978,2019-03-24,3,10,1,일,-0.8,9.7,0,0
1979,2019-03-24,3,11,3,일,-0.8,9.7,0,0
1980,2019-03-24,3,12,5,일,-0.8,9.7,0,0
1981,2019-03-24,3,13,21,일,-0.8,9.7,0,0
1982,2019-03-24,3,14,60,일,-0.8,9.7,0,0
1983,2019-03-24,3,15,19,일,-0.8,9.7,0,0
1984,2019-03-24,3,16,8,일,-0.8,9.7,0,0
1985,2019-03-24,3,17,3,일,-0.8,9.7,0,0
1986,2019-03-24,3,18,0,일,-0.8,9.7,0,0
1987,2019-03-24,3,19,5,일,-0.8,9.7,0,0
1988,2019-03-24,3,20,2,일,-0.8,9.7,0,0
1989,2019-03-24,3,21,7,일,-0.8,9.7,0,0
1990,2019-03-24,3,22,7,일,-0.8,9.7,0,0
1991,2019-03-24,3,23,12,일,-0.8,9.7,0,0
1992,2019-03-25,3,00,3,월,2.9,11.5,0,0
1993,2019-03-25,3,01,39,월,2.9,11.5,0,0
1994,2019-03-25,3,02,14,월,2.9,11.5,0,0
1995,2019-03-25,3,03,9,월,2.9,11.5,0,0
1996,2019-03-25,3,04,11,월,2.9,11.5,0,0
1997,2019-03-25,3,05,10,월,2.9,11.5,0,0
1998,2019-03-25,3,06,6,월,2.9,11.5,0,0
1999,2019-03-25,3,07,13,월,2.9,11.5,0,0
2000,2019-03-25,3,08,6,월,2.9,11.5,0,0
2001,2019-03-25,3,09,6,월,2.9,11.5,0,0
2002,2019-03-25,3,10,2,월,2.9,11.5,0,0
2003,2019-03-25,3,11,0,월,2.9,11.5,0,0
2004,2019-03-25,3,12,4,월,2.9,11.5,0,0
2005,2019-03-25,3,13,21,월,2.9,11.5,0,0
2006,2019-03-25,3,14,9,월,2.9,11.5,0,0
2007,2019-03-25,3,15,1,월,2.9,11.5,0,0
2008,2019-03-25,3,16,1,월,2.9,11.5,0,0
2009,2019-03-25,3,17,0,월,2.9,11.5,0,0
2010,2019-03-25,3,18,0,월,2.9,11.5,0,0
2011,2019-03-25,3,19,7,월,2.9,11.5,0,0
2012,2019-03-25,3,20,0,월,2.9,11.5,0,0
2013,2019-03-25,3,21,1,월,2.9,11.5,0,0
2014,2019-03-25,3,22,3,월,2.9,11.5,0,0
2015,2019-03-25,3,23,0,월,2.9,11.5,0,0
2016,2019-03-26,3,00,1,화,7.4,17.6,0,0
2017,2019-03-26,3,01,5,화,7.4,17.6,0,0
2018,2019-03-26,3,02,0,화,7.4,17.6,0,0
2019,2019-03-26,3,03,3,화,7.4,17.6,0,0
2020,2019-03-26,3,04,0,화,7.4,17.6,0,0
2021,2019-03-26,3,05,0,화,7.4,17.6,0,0
2022,2019-03-26,3,06,26,화,7.4,17.6,0,0
2023,2019-03-26,3,07,1,화,7.4,17.6,0,0
2024,2019-03-26,3,08,2,화,7.4,17.6,0,0
2025,2019-03-26,3,09,12,화,7.4,17.6,0,0
2026,2019-03-26,3,10,19,화,7.4,17.6,0,0
2027,2019-03-26,3,11,28,화,7.4,17.6,0,0
2028,2019-03-26,3,12,60,화,7.4,17.6,0,0
2029,2019-03-26,3,13,4,화,7.4,17.6,0,0
2030,2019-03-26,3,14,0,화,7.4,17.6,0,0
2031,2019-03-26,3,15,31,화,7.4,17.6,0,0
2032,2019-03-26,3,16,13,화,7.4,17.6,0,0
2033,2019-03-26,3,17,10,화,7.4,17.6,0,0
2034,2019-03-26,3,18,2,화,7.4,17.6,0,0
2035,2019-03-26,3,19,4,화,7.4,17.6,0,0
2036,2019-03-26,3,20,0,화,7.4,17.6,0,0
2037,2019-03-26,3,21,2,화,7.4,17.6,0,0
2038,2019-03-26,3,22,6,화,7.4,17.6,0,0
2039,2019-03-26,3,23,25,화,7.4,17.6,0,0
2040,2019-03-27,3,00,4,수,8.9,16.2,0,0
2041,2019-03-27,3,01,9,수,8.9,16.2,0,0
2042,2019-03-27,3,02,19,수,8.9,16.2,0,0
2043,2019-03-27,3,03,1,수,8.9,16.2,0,0
2044,2019-03-27,3,04,10,수,8.9,16.2,0,0
2045,2019-03-27,3,05,0,수,8.9,16.2,0,0
2046,2019-03-27,3,06,1,수,8.9,16.2,0,0
2047,2019-03-27,3,07,5,수,8.9,16.2,0,0
2048,2019-03-27,3,08,6,수,8.9,16.2,0,0
2049,2019-03-27,3,09,31,수,8.9,16.2,0,0
2050,2019-03-27,3,10,59,수,8.9,16.2,0,0
2051,2019-03-27,3,11,29,수,8.9,16.2,0,0
2052,2019-03-27,3,12,2,수,8.9,16.2,0,0
2053,2019-03-27,3,13,18,수,8.9,16.2,0,0
2054,2019-03-27,3,14,49,수,8.9,16.2,0,0
2055,2019-03-27,3,15,7,수,8.9,16.2,0,0
2056,2019-03-27,3,16,12,수,8.9,16.2,0,0
2057,2019-03-27,3,17,36,수,8.9,16.2,0,0
2058,2019-03-27,3,18,13,수,8.9,16.2,0,0
2059,2019-03-27,3,19,1,수,8.9,16.2,0,0
2060,2019-03-27,3,20,2,수,8.9,16.2,0,0
2061,2019-03-27,3,21,16,수,8.9,16.2,0,0
2062,2019-03-27,3,22,7,수,8.9,16.2,0,0
2063,2019-03-27,3,23,8,수,8.9,16.2,0,0
2064,2019-03-28,3,00,4,목,5.6,14.6,0,0
2065,2019-03-28,3,01,7,목,5.6,14.6,0,0
2066,2019-03-28,3,02,0,목,5.6,14.6,0,0
2067,2019-03-28,3,03,1,목,5.6,14.6,0,0
2068,2019-03-28,3,04,0,목,5.6,14.6,0,0
2069,2019-03-28,3,05,0,목,5.6,14.6,0,0
2070,2019-03-28,3,06,3,목,5.6,14.6,0,0
2071,2019-03-28,3,07,22,목,5.6,14.6,0,0
2072,2019-03-28,3,08,53,목,5.6,14.6,0,0
2073,2019-03-28,3,09,2,목,5.6,14.6,0,0
2074,2019-03-28,3,10,5,목,5.6,14.6,0,0
2075,2019-03-28,3,11,2,목,5.6,14.6,0,0
2076,2019-03-28,3,12,14,목,5.6,14.6,0,0
2077,2019-03-28,3,13,20,목,5.6,14.6,0,0
2078,2019-03-28,3,14,3,목,5.6,14.6,0,0
2079,2019-03-28,3,15,12,목,5.6,14.6,0,0
2080,2019-03-28,3,16,38,목,5.6,14.6,0,0
2081,2019-03-28,3,17,52,목,5.6,14.6,0,0
2082,2019-03-28,3,18,18,목,5.6,14.6,0,0
2083,2019-03-28,3,19,4,목,5.6,14.6,0,0
2084,2019-03-28,3,20,1,목,5.6,14.6,0,0
2085,2019-03-28,3,21,1,목,5.6,14.6,0,0
2086,2019-03-28,3,22,15,목,5.6,14.6,0,0
2087,2019-03-28,3,23,6,목,5.6,14.6,0,0
2088,2019-03-29,3,00,8,금,5.5,15.1,0,0
2089,2019-03-29,3,01,8,금,5.5,15.1,0,0
2090,2019-03-29,3,02,0,금,5.5,15.1,0,0
2091,2019-03-29,3,03,10,금,5.5,15.1,0,0
2092,2019-03-29,3,04,0,금,5.5,15.1,0,0
2093,2019-03-29,3,05,4,금,5.5,15.1,0,0
2094,2019-03-29,3,06,0,금,5.5,15.1,0,0
2095,2019-03-29,3,07,1,금,5.5,15.1,0,0
2096,2019-03-29,3,08,7,금,5.5,15.1,0,0
2097,2019-03-29,3,09,38,금,5.5,15.1,0,0
2098,2019-03-29,3,10,0,금,5.5,15.1,0,0
2099,2019-03-29,3,11,1,금,5.5,15.1,0,0
2100,2019-03-29,3,12,1,금,5.5,15.1,0,0
2101,2019-03-29,3,13,12,금,5.5,15.1,0,0
2102,2019-03-29,3,14,8,금,5.5,15.1,0,0
2103,2019-03-29,3,15,3,금,5.5,15.1,0,0
2104,2019-03-29,3,16,14,금,5.5,15.1,0,0
2105,2019-03-29,3,17,31,금,5.5,15.1,0,0
2106,2019-03-29,3,18,6,금,5.5,15.1,0,0
2107,2019-03-29,3,19,6,금,5.5,15.1,0,0
2108,2019-03-29,3,20,3,금,5.5,15.1,0,0
2109,2019-03-29,3,21,0,금,5.5,15.1,0,0
2110,2019-03-29,3,22,0,금,5.5,15.1,0,0
2111,2019-03-29,3,23,6,금,5.5,15.1,0,0
2112,2019-03-30,3,00,6,토,3.5,8.4,1,0
2113,2019-03-30,3,01,0,토,3.5,8.4,1,0
2114,2019-03-30,3,02,1,토,3.5,8.4,1,0
2115,2019-03-30,3,03,0,토,3.5,8.4,1,0
2116,2019-03-30,3,04,57,토,3.5,8.4,1,0
2117,2019-03-30,3,05,3,토,3.5,8.4,1,0
2118,2019-03-30,3,06,0,토,3.5,8.4,1,0
2119,2019-03-30,3,07,0,토,3.5,8.4,1,0
2120,2019-03-30,3,08,13,토,3.5,8.4,1,0
2121,2019-03-30,3,09,3,토,3.5,8.4,1,0
2122,2019-03-30,3,10,1,토,3.5,8.4,1,0
2123,2019-03-30,3,11,13,토,3.5,8.4,1,0
2124,2019-03-30,3,12,2,토,3.5,8.4,1,0
2125,2019-03-30,3,13,26,토,3.5,8.4,1,0
2126,2019-03-30,3,14,3,토,3.5,8.4,1,0
2127,2019-03-30,3,15,30,토,3.5,8.4,1,0
2128,2019-03-30,3,16,12,토,3.5,8.4,1,0
2129,2019-03-30,3,17,3,토,3.5,8.4,1,0
2130,2019-03-30,3,18,13,토,3.5,8.4,1,0
2131,2019-03-30,3,19,20,토,3.5,8.4,1,0
2132,2019-03-30,3,20,0,토,3.5,8.4,1,0
2133,2019-03-30,3,21,7,토,3.5,8.4,1,0
2134,2019-03-30,3,22,9,토,3.5,8.4,1,0
2135,2019-03-30,3,23,3,토,3.5,8.4,1,0
2136,2019-03-31,3,00,60,일,2.6,8.4,0,0
2137,2019-03-31,3,01,60,일,2.6,8.4,0,0
2138,2019-03-31,3,02,2,일,2.6,8.4,0,0
2139,2019-03-31,3,03,2,일,2.6,8.4,0,0
2140,2019-03-31,3,04,4,일,2.6,8.4,0,0
2141,2019-03-31,3,05,2,일,2.6,8.4,0,0
2142,2019-03-31,3,06,2,일,2.6,8.4,0,0
2143,2019-03-31,3,07,3,일,2.6,8.4,0,0
2144,2019-03-31,3,08,52,일,2.6,8.4,0,0
2145,2019-03-31,3,09,2,일,2.6,8.4,0,0
2146,2019-03-31,3,10,10,일,2.6,8.4,0,0
2147,2019-03-31,3,11,7,일,2.6,8.4,0,0
2148,2019-03-31,3,12,0,일,2.6,8.4,0,0
2149,2019-03-31,3,13,1,일,2.6,8.4,0,0
2150,2019-03-31,3,14,11,일,2.6,8.4,0,0
2151,2019-03-31,3,15,2,일,2.6,8.4,0,0
2152,2019-03-31,3,16,2,일,2.6,8.4,0,0
2153,2019-03-31,3,17,5,일,2.6,8.4,0,0
2154,2019-03-31,3,18,30,일,2.6,8.4,0,0
2155,2019-03-31,3,19,12,일,2.6,8.4,0,0
2156,2019-03-31,3,20,0,일,2.6,8.4,0,0
2157,2019-03-31,3,21,24,일,2.6,8.4,0,0
2158,2019-03-31,3,22,0,일,2.6,8.4,0,0
2159,2019-03-31,3,23,7,일,2.6,8.4,0,0
2160,2019-04-01,4,00,10,월,0.3,11.3,0,0
2161,2019-04-01,4,01,0,월,0.3,11.3,0,0
2162,2019-04-01,4,02,60,월,0.3,11.3,0,0
2163,2019-04-01,4,03,60,월,0.3,11.3,0,0
2164,2019-04-01,4,04,40,월,0.3,11.3,0,0
2165,2019-04-01,4,05,1,월,0.3,11.3,0,0
2166,2019-04-01,4,06,9,월,0.3,11.3,0,0
2167,2019-04-01,4,07,12,월,0.3,11.3,0,0
2168,2019-04-01,4,08,2,월,0.3,11.3,0,0
2169,2019-04-01,4,09,0,월,0.3,11.3,0,0
2170,2019-04-01,4,10,8,월,0.3,11.3,0,0
2171,2019-04-01,4,11,4,월,0.3,11.3,0,0
2172,2019-04-01,4,12,6,월,0.3,11.3,0,0
2173,2019-04-01,4,13,12,월,0.3,11.3,0,0
2174,2019-04-01,4,14,6,월,0.3,11.3,0,0
2175,2019-04-01,4,15,46,월,0.3,11.3,0,0
2176,2019-04-01,4,16,9,월,0.3,11.3,0,0
2177,2019-04-01,4,17,3,월,0.3,11.3,0,0
2178,2019-04-01,4,18,11,월,0.3,11.3,0,0
2179,2019-04-01,4,19,9,월,0.3,11.3,0,0
2180,2019-04-01,4,20,4,월,0.3,11.3,0,0
2181,2019-04-01,4,21,8,월,0.3,11.3,0,0
2182,2019-04-01,4,22,0,월,0.3,11.3,0,0
2183,2019-04-01,4,23,6,월,0.3,11.3,0,0
2184,2019-04-02,4,00,18,화,1.3,13.0,0,0
2185,2019-04-02,4,01,34,화,1.3,13.0,0,0
2186,2019-04-02,4,02,0,화,1.3,13.0,0,0
2187,2019-04-02,4,03,3,화,1.3,13.0,0,0
2188,2019-04-02,4,04,1,화,1.3,13.0,0,0
2189,2019-04-02,4,05,0,화,1.3,13.0,0,0
2190,2019-04-02,4,06,0,화,1.3,13.0,0,0
2191,2019-04-02,4,07,11,화,1.3,13.0,0,0
2192,2019-04-02,4,08,6,화,1.3,13.0,0,0
2193,2019-04-02,4,09,49,화,1.3,13.0,0,0
2194,2019-04-02,4,10,60,화,1.3,13.0,0,0
2195,2019-04-02,4,11,22,화,1.3,13.0,0,0
2196,2019-04-02,4,12,17,화,1.3,13.0,0,0
2197,2019-04-02,4,13,24,화,1.3,13.0,0,0
2198,2019-04-02,4,14,18,화,1.3,13.0,0,0
2199,2019-04-02,4,15,51,화,1.3,13.0,0,0
2200,2019-04-02,4,16,7,화,1.3,13.0,0,0
2201,2019-04-02,4,17,22,화,1.3,13.0,0,0
2202,2019-04-02,4,18,2,화,1.3,13.0,0,0
2203,2019-04-02,4,19,5,화,1.3,13.0,0,0
2204,2019-04-02,4,20,2,화,1.3,13.0,0,0
2205,2019-04-02,4,21,6,화,1.3,13.0,0,0
2206,2019-04-02,4,22,16,화,1.3,13.0,0,0
2207,2019-04-02,4,23,13,화,1.3,13.0,0,0
2208,2019-04-03,4,00,15,수,1.9,13.6,0,0
2209,2019-04-03,4,01,7,수,1.9,13.6,0,0
2210,2019-04-03,4,02,0,수,1.9,13.6,0,0
2211,2019-04-03,4,03,0,수,1.9,13.6,0,0
2212,2019-04-03,4,04,3,수,1.9,13.6,0,0
2213,2019-04-03,4,05,0,수,1.9,13.6,0,0
2214,2019-04-03,4,06,3,수,1.9,13.6,0,0
2215,2019-04-03,4,07,2,수,1.9,13.6,0,0
2216,2019-04-03,4,08,2,수,1.9,13.6,0,0
2217,2019-04-03,4,09,0,수,1.9,13.6,0,0
2218,2019-04-03,4,10,0,수,1.9,13.6,0,0
2219,2019-04-03,4,11,0,수,1.9,13.6,0,0
2220,2019-04-03,4,12,5,수,1.9,13.6,0,0
2221,2019-04-03,4,13,10,수,1.9,13.6,0,0
2222,2019-04-03,4,14,25,수,1.9,13.6,0,0
2223,2019-04-03,4,15,6,수,1.9,13.6,0,0
2224,2019-04-03,4,16,2,수,1.9,13.6,0,0
2225,2019-04-03,4,17,3,수,1.9,13.6,0,0
2226,2019-04-03,4,18,11,수,1.9,13.6,0,0
2227,2019-04-03,4,19,1,수,1.9,13.6,0,0
2228,2019-04-03,4,20,0,수,1.9,13.6,0,0
2229,2019-04-03,4,21,11,수,1.9,13.6,0,0
2230,2019-04-03,4,22,9,수,1.9,13.6,0,0
2231,2019-04-03,4,23,29,수,1.9,13.6,0,0
2232,2019-04-04,4,00,0,목,3.0,15.7,0,0
2233,2019-04-04,4,01,0,목,3.0,15.7,0,0
2234,2019-04-04,4,02,2,목,3.0,15.7,0,0
2235,2019-04-04,4,03,10,목,3.0,15.7,0,0
2236,2019-04-04,4,04,0,목,3.0,15.7,0,0
2237,2019-04-04,4,05,0,목,3.0,15.7,0,0
2238,2019-04-04,4,06,1,목,3.0,15.7,0,0
2239,2019-04-04,4,07,6,목,3.0,15.7,0,0
2240,2019-04-04,4,08,0,목,3.0,15.7,0,0
2241,2019-04-04,4,09,1,목,3.0,15.7,0,0
2242,2019-04-04,4,10,1,목,3.0,15.7,0,0
2243,2019-04-04,4,11,11,목,3.0,15.7,0,0
2244,2019-04-04,4,12,13,목,3.0,15.7,0,0
2245,2019-04-04,4,13,45,목,3.0,15.7,0,0
2246,2019-04-04,4,14,48,목,3.0,15.7,0,0
2247,2019-04-04,4,15,14,목,3.0,15.7,0,0
2248,2019-04-04,4,16,5,목,3.0,15.7,0,0
2249,2019-04-04,4,17,11,목,3.0,15.7,0,0
2250,2019-04-04,4,18,4,목,3.0,15.7,0,0
2251,2019-04-04,4,19,1,목,3.0,15.7,0,0
2252,2019-04-04,4,20,2,목,3.0,15.7,0,0
2253,2019-04-04,4,21,1,목,3.0,15.7,0,0
2254,2019-04-04,4,22,3,목,3.0,15.7,0,0
2255,2019-04-04,4,23,14,목,3.0,15.7,0,0
2256,2019-04-05,4,00,0,금,7.0,17.2,0,0
2257,2019-04-05,4,01,18,금,7.0,17.2,0,0
2258,2019-04-05,4,02,11,금,7.0,17.2,0,0
2259,2019-04-05,4,03,1,금,7.0,17.2,0,0
2260,2019-04-05,4,04,5,금,7.0,17.2,0,0
2261,2019-04-05,4,05,0,금,7.0,17.2,0,0
2262,2019-04-05,4,06,2,금,7.0,17.2,0,0
2263,2019-04-05,4,07,5,금,7.0,17.2,0,0
2264,2019-04-05,4,08,2,금,7.0,17.2,0,0
2265,2019-04-05,4,09,23,금,7.0,17.2,0,0
2266,2019-04-05,4,10,0,금,7.0,17.2,0,0
2267,2019-04-05,4,11,0,금,7.0,17.2,0,0
2268,2019-04-05,4,12,0,금,7.0,17.2,0,0
2269,2019-04-05,4,13,4,금,7.0,17.2,0,0
2270,2019-04-05,4,14,2,금,7.0,17.2,0,0
2271,2019-04-05,4,15,0,금,7.0,17.2,0,0
2272,2019-04-05,4,16,7,금,7.0,17.2,0,0
2273,2019-04-05,4,17,21,금,7.0,17.2,0,0
2274,2019-04-05,4,18,7,금,7.0,17.2,0,0
2275,2019-04-05,4,19,12,금,7.0,17.2,0,0
2276,2019-04-05,4,20,4,금,7.0,17.2,0,0
2277,2019-04-05,4,21,1,금,7.0,17.2,0,0
2278,2019-04-05,4,22,0,금,7.0,17.2,0,0
2279,2019-04-05,4,23,9,금,7.0,17.2,0,0
2280,2019-04-06,4,00,12,토,5.9,12.2,1,0
2281,2019-04-06,4,01,4,토,5.9,12.2,1,0
2282,2019-04-06,4,02,2,토,5.9,12.2,1,0
2283,2019-04-06,4,03,2,토,5.9,12.2,1,0
2284,2019-04-06,4,04,0,토,5.9,12.2,1,0
2285,2019-04-06,4,05,1,토,5.9,12.2,1,0
2286,2019-04-06,4,06,8,토,5.9,12.2,1,0
2287,2019-04-06,4,07,0,토,5.9,12.2,1,0
2288,2019-04-06,4,08,3,토,5.9,12.2,1,0
2289,2019-04-06,4,09,1,토,5.9,12.2,1,0
2290,2019-04-06,4,10,30,토,5.9,12.2,1,0
2291,2019-04-06,4,11,10,토,5.9,12.2,1,0
2292,2019-04-06,4,12,9,토,5.9,12.2,1,0
2293,2019-04-06,4,13,8,토,5.9,12.2,1,0
2294,2019-04-06,4,14,55,토,5.9,12.2,1,0
2295,2019-04-06,4,15,1,토,5.9,12.2,1,0
2296,2019-04-06,4,16,2,토,5.9,12.2,1,0
2297,2019-04-06,4,17,2,토,5.9,12.2,1,0
2298,2019-04-06,4,18,3,토,5.9,12.2,1,0
2299,2019-04-06,4,19,0,토,5.9,12.2,1,0
2300,2019-04-06,4,20,4,토,5.9,12.2,1,0
2301,2019-04-06,4,21,6,토,5.9,12.2,1,0
2302,2019-04-06,4,22,6,토,5.9,12.2,1,0
2303,2019-04-06,4,23,1,토,5.9,12.2,1,0
2304,2019-04-07,4,00,30,일,5.6,20.3,0,0
2305,2019-04-07,4,01,8,일,5.6,20.3,0,0
2306,2019-04-07,4,02,1,일,5.6,20.3,0,0
2307,2019-04-07,4,03,9,일,5.6,20.3,0,0
2308,2019-04-07,4,04,9,일,5.6,20.3,0,0
2309,2019-04-07,4,05,0,일,5.6,20.3,0,0
2310,2019-04-07,4,06,2,일,5.6,20.3,0,0
2311,2019-04-07,4,07,15,일,5.6,20.3,0,0
2312,2019-04-07,4,08,12,일,5.6,20.3,0,0
2313,2019-04-07,4,09,0,일,5.6,20.3,0,0
2314,2019-04-07,4,10,3,일,5.6,20.3,0,0
2315,2019-04-07,4,11,4,일,5.6,20.3,0,0
2316,2019-04-07,4,12,2,일,5.6,20.3,0,0
2317,2019-04-07,4,13,18,일,5.6,20.3,0,0
2318,2019-04-07,4,14,28,일,5.6,20.3,0,0
2319,2019-04-07,4,15,0,일,5.6,20.3,0,0
2320,2019-04-07,4,16,8,일,5.6,20.3,0,0
2321,2019-04-07,4,17,12,일,5.6,20.3,0,0
2322,2019-04-07,4,18,16,일,5.6,20.3,0,0
2323,2019-04-07,4,19,6,일,5.6,20.3,0,0
2324,2019-04-07,4,20,3,일,5.6,20.3,0,0
2325,2019-04-07,4,21,4,일,5.6,20.3,0,0
2326,2019-04-07,4,22,9,일,5.6,20.3,0,0
2327,2019-04-07,4,23,5,일,5.6,20.3,0,0
2328,2019-04-08,4,00,3,월,7.6,17.2,0,0
2329,2019-04-08,4,01,5,월,7.6,17.2,0,0
2330,2019-04-08,4,02,0,월,7.6,17.2,0,0
2331,2019-04-08,4,03,0,월,7.6,17.2,0,0
2332,2019-04-08,4,04,2,월,7.6,17.2,0,0
2333,2019-04-08,4,05,1,월,7.6,17.2,0,0
2334,2019-04-08,4,06,5,월,7.6,17.2,0,0
2335,2019-04-08,4,07,4,월,7.6,17.2,0,0
2336,2019-04-08,4,08,6,월,7.6,17.2,0,0
2337,2019-04-08,4,09,58,월,7.6,17.2,0,0
2338,2019-04-08,4,10,1,월,7.6,17.2,0,0
2339,2019-04-08,4,11,12,월,7.6,17.2,0,0
2340,2019-04-08,4,12,4,월,7.6,17.2,0,0
2341,2019-04-08,4,13,8,월,7.6,17.2,0,0
2342,2019-04-08,4,14,2,월,7.6,17.2,0,0
2343,2019-04-08,4,15,0,월,7.6,17.2,0,0
2344,2019-04-08,4,16,2,월,7.6,17.2,0,0
2345,2019-04-08,4,17,6,월,7.6,17.2,0,0
2346,2019-04-08,4,18,14,월,7.6,17.2,0,0
2347,2019-04-08,4,19,2,월,7.6,17.2,0,0
2348,2019-04-08,4,20,10,월,7.6,17.2,0,0
2349,2019-04-08,4,21,1,월,7.6,17.2,0,0
2350,2019-04-08,4,22,1,월,7.6,17.2,0,0
2351,2019-04-08,4,23,18,월,7.6,17.2,0,0
2352,2019-04-09,4,00,4,화,4.7,13.9,1,0
2353,2019-04-09,4,01,5,화,4.7,13.9,1,0
2354,2019-04-09,4,02,14,화,4.7,13.9,1,0
2355,2019-04-09,4,03,7,화,4.7,13.9,1,0
2356,2019-04-09,4,04,2,화,4.7,13.9,1,0
2357,2019-04-09,4,05,1,화,4.7,13.9,1,0
2358,2019-04-09,4,06,7,화,4.7,13.9,1,0
2359,2019-04-09,4,07,5,화,4.7,13.9,1,0
2360,2019-04-09,4,08,8,화,4.7,13.9,1,0
2361,2019-04-09,4,09,15,화,4.7,13.9,1,0
2362,2019-04-09,4,10,0,화,4.7,13.9,1,0
2363,2019-04-09,4,11,6,화,4.7,13.9,1,0
2364,2019-04-09,4,12,0,화,4.7,13.9,1,0
2365,2019-04-09,4,13,0,화,4.7,13.9,1,0
2366,2019-04-09,4,14,5,화,4.7,13.9,1,0
2367,2019-04-09,4,15,5,화,4.7,13.9,1,0
2368,2019-04-09,4,16,18,화,4.7,13.9,1,0
2369,2019-04-09,4,17,27,화,4.7,13.9,1,0
2370,2019-04-09,4,18,1,화,4.7,13.9,1,0
2371,2019-04-09,4,19,5,화,4.7,13.9,1,0
2372,2019-04-09,4,20,1,화,4.7,13.9,1,0
2373,2019-04-09,4,21,8,화,4.7,13.9,1,0
2374,2019-04-09,4,22,5,화,4.7,13.9,1,0
2375,2019-04-09,4,23,3,화,4.7,13.9,1,0
2376,2019-04-10,4,00,60,수,4.7,10.2,1,0
2377,2019-04-10,4,01,60,수,4.7,10.2,1,0
2378,2019-04-10,4,02,0,수,4.7,10.2,1,0
2379,2019-04-10,4,03,0,수,4.7,10.2,1,0
2380,2019-04-10,4,04,0,수,4.7,10.2,1,0
2381,2019-04-10,4,05,0,수,4.7,10.2,1,0
2382,2019-04-10,4,06,13,수,4.7,10.2,1,0
2383,2019-04-10,4,07,0,수,4.7,10.2,1,0
2384,2019-04-10,4,08,5,수,4.7,10.2,1,0
2385,2019-04-10,4,09,0,수,4.7,10.2,1,0
2386,2019-04-10,4,10,13,수,4.7,10.2,1,0
2387,2019-04-10,4,11,2,수,4.7,10.2,1,0
2388,2019-04-10,4,12,5,수,4.7,10.2,1,0
2389,2019-04-10,4,13,5,수,4.7,10.2,1,0
2390,2019-04-10,4,14,29,수,4.7,10.2,1,0
2391,2019-04-10,4,15,14,수,4.7,10.2,1,0
2392,2019-04-10,4,16,11,수,4.7,10.2,1,0
2393,2019-04-10,4,17,3,수,4.7,10.2,1,0
2394,2019-04-10,4,18,0,수,4.7,10.2,1,0
2395,2019-04-10,4,19,2,수,4.7,10.2,1,0
2396,2019-04-10,4,20,8,수,4.7,10.2,1,0
2397,2019-04-10,4,21,12,수,4.7,10.2,1,0
2398,2019-04-10,4,22,0,수,4.7,10.2,1,0
2399,2019-04-10,4,23,17,수,4.7,10.2,1,0
2400,2019-04-11,4,00,6,목,4.3,15.7,0,0
2401,2019-04-11,4,01,1,목,4.3,15.7,0,0
