,date,month,hour,상품군,상품명,판매단가,노출시간,판매개수,취급액,시청률,weekday,PM,state,rate_count
4414,2019-04-29,4.0,12,주방,무이자 쿠첸 압력밥솥 6인용 (A1),158000,60.0,41.0,6384000.0,0.015,월,23.36,좋음,1
4415,2019-04-29,4.0,12,주방,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),168000,60.0,221.0,37044000.0,0.015,월,23.36,좋음,1
4416,2019-04-29,4.0,12,주방,일시불 쿠첸 압력밥솥 6인용 (A1),148000,60.0,152.0,22442000.0,0.015,월,23.36,좋음,1
4417,2019-04-29,4.0,13,의류,NNF SS트레이닝 세트,39000,60.0,2699.0,105230000.0,0.016,월,23.36,좋음,2
4418,2019-04-29,4.0,14,속옷,오모떼 프런트후크 프레쉬 데오브라 시즌3,89000,60.0,1197.0,106519000.0,0.012,월,23.36,좋음,2
4419,2019-04-29,4.0,15,농수축,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),30900,60.0,3866.0,119457000.0,0.062,월,23.36,좋음,8
4420,2019-04-29,4.0,15,농수축,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),30900,60.0,404.0,12474000.0,0.062,월,23.36,좋음,8
4421,2019-04-29,4.0,16,농수축,안동간고등어 20팩,30900,60.0,4880.0,150787000.0,0.051,월,23.36,좋음,6
4422,2019-04-29,4.0,17,농수축,멋진밥상 흥양농협 쌀 20kg,59900,60.0,2797.0,167512000.0,0.034,월,23.36,좋음,3
4423,2019-04-29,4.0,18,농수축,국내산 손질갑오징어 8팩,49900,60.0,3567.0,177944000.0,0.018000000000000002,월,23.36,좋음,3
4424,2019-04-29,4.0,19,의류,뱅뱅 남성 아웃도어 팬츠3종(2019 S/S),69900,60.0,1073.0,74945000.0,0.03,월,23.36,좋음,10
4425,2019-04-29,4.0,19,의류,뱅뱅 여성 아웃도어 팬츠3종(2019 S/S),69900,60.0,627.0,43809000.0,0.03,월,23.36,좋음,10
4426,2019-04-29,4.0,20,의류,NNF SS트레이닝 세트,39000,60.0,3381.0,131842000.0,0.026000000000000002,월,23.36,좋음,14
4427,2019-04-29,4.0,21,속옷,실크트리 풍기인견 데일리 쿨 이지탑 패키지,44000,60.0,3017.0,132712000.0,0.023,월,23.36,좋음,3
4428,2019-04-29,4.0,22,가전,무이자 삼성 UHD TV UN55NU7050F,1080000,60.0,28.0,29436000.0,0.035,월,23.36,좋음,2
4429,2019-04-29,4.0,22,가전,무이자 삼성 UHD TV UN65NU7050F,1800000,60.0,25.0,43623000.0,0.035,월,23.36,좋음,2
4430,2019-04-29,4.0,22,가전,무이자 삼성 UHD TV UN75NU7050F,2880000,60.0,4.0,8751000.0,0.035,월,23.36,좋음,2
4431,2019-04-29,4.0,22,가전,일시불 삼성 UHD TV UN55NU7050F,1000000,60.0,37.0,36196000.0,0.035,월,23.36,좋음,2
4432,2019-04-29,4.0,22,가전,일시불 삼성 UHD TV UN65NU7050F,1700000,60.0,7.0,10346000.0,0.035,월,23.36,좋음,2
4433,2019-04-29,4.0,22,가전,일시불 삼성 UHD TV UN75NU7050F,2700000,60.0,7.0,16391000.0,0.035,월,23.36,좋음,2
4434,2019-04-29,4.0,23,의류,K-SWISS 남성PK티셔츠4종,69900,60.0,980.0,68452000.0,0.016,월,23.36,좋음,5
4435,2019-04-29,4.0,23,의류,K-SWISS 여성PK티셔츠4종,69900,60.0,353.0,24667000.0,0.016,월,23.36,좋음,5
4436,2019-04-30,4.0,0,속옷,남영비비안 소노르 퀸 컬렉션 프리미엄 브라,99900,60.0,528.0,52651000.0,0.055999999999999994,화,34.6,보통,7
4437,2019-04-30,4.0,1,속옷,헤드 언더셔츠 6종패키지,79000,55.0,423.0,33340000.0,0.026000000000000002,화,34.6,보통,2
4438,2019-04-30,4.0,6,건강기능,경남제약 레모나 S산 350포,54900,60.0,1184.0,64975000.0,0.013000000000000001,화,34.6,보통,2
4439,2019-04-30,4.0,7,잡화,레코바 남성 다이얼워킹화세트,54900,60.0,605.0,33201000.0,0.036000000000000004,화,34.6,보통,6
4440,2019-04-30,4.0,7,잡화,레코바 여성 다이얼워킹화세트,54900,60.0,583.0,31963000.0,0.036000000000000004,화,34.6,보통,6
4441,2019-04-30,4.0,8,속옷,쿠미투니카 쿨 레이시 란쥬쉐이퍼&팬티,69900,60.0,1294.0,90416000.0,0.017,화,34.6,보통,2
4442,2019-04-30,4.0,9,주방,무이자 올리고 가스와이드그릴레인지 프리미엄형,129000,60.0,200.0,25779000.0,0.034,화,34.6,보통,6
4443,2019-04-30,4.0,9,주방,일시불 올리고 가스와이드그릴  프리미엄형,119000,60.0,630.0,74943000.0,0.034,화,34.6,보통,6
4444,2019-04-30,4.0,10,의류,NNF SS트레이닝 세트,39000,60.0,2674.0,104268000.0,0.027000000000000003,화,34.6,보통,7
4445,2019-04-30,4.0,11,주방,무이자 에지리 스텐큐브 프라이팬,179000,60.0,441.0,78897000.0,0.009000000000000001,화,34.6,보통,12
4446,2019-04-30,4.0,11,주방,일시불 에지리 스텐큐브 프라이팬,171000,60.0,385.0,65727000.0,0.009000000000000001,화,34.6,보통,12
4447,2019-04-30,4.0,12,잡화,월드컵 남성러닝화+트레킹화,39800,60.0,1053.0,41891000.0,0.013999999999999999,화,34.6,보통,11
4448,2019-04-30,4.0,12,잡화,월드컵 여성러닝화+트레킹화,39800,60.0,716.0,28492000.0,0.013999999999999999,화,34.6,보통,11
4449,2019-04-30,4.0,13,속옷,레이프릴 쿨 보정런닝,49900,60.0,1690.0,84315000.0,0.032,화,34.6,보통,5
4450,2019-04-30,4.0,14,의류,보코 배색 사파리재킷,69000,60.0,882.0,60793000.0,0.043,화,34.6,보통,13
4451,2019-04-30,4.0,15,속옷,오렐리안 풍기인견 란쥬패키지,99900,60.0,1053.0,105165000.0,0.036000000000000004,화,34.6,보통,12
4452,2019-04-30,4.0,16,농수축,피시원 국내산 손질꽃게 7팩,59900,60.0,1744.0,104462000.0,0.019,화,34.6,보통,5
4453,2019-04-30,4.0,17,주방,한일 대용량 스텐 분쇄믹서기,109800,60.0,1104.0,121169000.0,0.047,화,34.6,보통,29
4454,2019-04-30,4.0,18,농수축,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),38900,60.0,3815.0,148385000.0,0.005,화,34.6,보통,1
4455,2019-04-30,4.0,20,속옷,실크트리 풍기인견 데일리 쿨 이지탑 패키지,44000,60.0,2221.0,97710000.0,0.013999999999999999,화,34.6,보통,2
4456,2019-04-30,4.0,21,가구,(무) 삼익가구 LED 제니비 서랍형 침대 K,649000,60.0,20.0,12872000.0,0.019,화,34.6,보통,4
4457,2019-04-30,4.0,21,가구,(무) 삼익가구 LED 제니비 서랍형 침대 Q,599000,60.0,23.0,13412000.0,0.019,화,34.6,보통,4
4458,2019-04-30,4.0,21,가구,(무) 삼익가구 LED 제니비 서랍형 침대 SS,549000,60.0,42.0,23038000.0,0.019,화,34.6,보통,4
4459,2019-04-30,4.0,21,가구,(일) 삼익가구 LED 제니비 서랍형 침대 K,599000,60.0,35.0,20760000.0,0.019,화,34.6,보통,4
4460,2019-04-30,4.0,21,가구,(일) 삼익가구 LED 제니비 서랍형 침대 Q,549000,60.0,45.0,24443000.0,0.019,화,34.6,보통,4
4461,2019-04-30,4.0,21,가구,(일) 삼익가구 LED 제니비 서랍형 침대 SS,499000,60.0,65.0,32026000.0,0.019,화,34.6,보통,4
4462,2019-04-30,4.0,22,가전,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,2299000,60.0,31.0,71172000.0,0.0,화,34.6,보통,0
4463,2019-04-30,4.0,22,가전,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1989000,60.0,16.0,30807000.0,0.0,화,34.6,보통,0
4464,2019-04-30,4.0,22,가전,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,2209000,60.0,24.0,51131000.0,0.0,화,34.6,보통,0
4465,2019-04-30,4.0,22,가전,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1899000,60.0,2.0,3729000.0,0.0,화,34.6,보통,0
4466,2019-05-01,5.0,0,의류,테이트 남성 오가닉티셔츠6종,69000,60.0,273.0,18822000.0,0.017,수,60.56,보통,1
4467,2019-05-01,5.0,0,의류,테이트 여성 오가닉티셔츠8종,69000,60.0,651.0,44901000.0,0.017,수,60.56,보통,1
4468,2019-05-01,5.0,1,의류,스텔라테일러 컴포트 스트레치 팬츠 3종,29800,55.0,1326.0,39500000.0,0.0,수,60.56,보통,0
4469,2019-05-01,5.0,6,가구,(무)장수흙침대 Q,1490000,60.0,0.0,0.0,0.017,수,60.56,보통,1
4470,2019-05-01,5.0,6,가구,(무)장수흙침대 S,1290000,60.0,8.0,9188000.0,0.017,수,60.56,보통,1
4471,2019-05-01,5.0,6,가구,(일)장수흙침대 Q,1320000,60.0,17.0,21791000.0,0.017,수,60.56,보통,1
4472,2019-05-01,5.0,6,가구,(일)장수흙침대 S,1120000,60.0,17.0,18537000.0,0.017,수,60.56,보통,1
4473,2019-05-01,5.0,7,주방,무이자 프랑스직수입  테팔 매직핸즈 프라이팬세트,109000,60.0,219.0,23764000.0,0.040999999999999995,수,60.56,보통,4
4474,2019-05-01,5.0,7,주방,일시불 프랑스직수입  테팔 매직핸즈 프라이팬세트,99000,60.0,550.0,54404000.0,0.040999999999999995,수,60.56,보통,4
4475,2019-05-01,5.0,9,의류,K-SWISS 남성PK티셔츠4종,69900,60.0,1451.0,101375000.0,0.023,수,60.56,보통,59
4476,2019-05-01,5.0,9,의류,K-SWISS 여성PK티셔츠4종,69900,60.0,562.0,39277000.0,0.023,수,60.56,보통,59
4477,2019-05-01,5.0,10,이미용,비버리힐스폴로클럽 남성기초세트(골드+플라),39800,60.0,3879.0,154374000.0,0.04,수,60.56,보통,35
4478,2019-05-01,5.0,11,속옷,실크트리 풍기인견 데일리 쿨 이지탑 패키지,44000,60.0,3058.0,134533000.0,0.01,수,60.56,보통,1
4479,2019-05-01,5.0,12,잡화,삭루츠 크로스바디백(TQ12),44000,60.0,884.0,38894000.0,0.051,수,60.56,보통,3
4480,2019-05-01,5.0,12,잡화,삭루츠 토트백(TQ35),48000,60.0,562.0,26932000.0,0.051,수,60.56,보통,3
4481,2019-05-01,5.0,12,잡화,삭루츠 투 웨이 백팩(TQ55),69000,60.0,413.0,28469000.0,0.051,수,60.56,보통,3
4482,2019-05-01,5.0,13,주방,에코라믹 통주물 스톤 냄비세트,60900,60.0,1851.0,112685000.0,0.026000000000000002,수,60.56,보통,5
4483,2019-05-01,5.0,14,속옷,오모떼 프런트후크 프레쉬 데오브라 시즌3,89000,60.0,1308.0,116358000.0,0.039,수,60.56,보통,13
4484,2019-05-01,5.0,15,의류,NNF SS트레이닝 세트,39000,60.0,2994.0,116728000.0,0.023,수,60.56,보통,10
4485,2019-05-01,5.0,16,농수축,안동간고등어 20팩,30900,60.0,4899.0,151367000.0,0.07,수,60.56,보통,10
4486,2019-05-01,5.0,17,주방,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),178000,60.0,270.0,47921000.0,0.023,수,60.56,보통,21
4487,2019-05-01,5.0,17,주방,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),158000,60.0,74.0,11586000.0,0.023,수,60.56,보통,21
4488,2019-05-01,5.0,17,주방,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),168000,60.0,374.0,62683000.0,0.023,수,60.56,보통,21
4489,2019-05-01,5.0,17,주방,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),148000,60.0,218.0,32149000.0,0.023,수,60.56,보통,21
4490,2019-05-01,5.0,18,주방,파뷔에 항균도마 1+1세트,49800,60.0,2063.0,102689000.0,0.03,수,60.56,보통,26
4491,2019-05-01,5.0,19,속옷,헤드 언더셔츠 6종패키지,79000,60.0,1185.0,93615000.0,0.0,수,60.56,보통,0
4492,2019-05-01,5.0,20,속옷,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),99900,60.0,1990.0,198796000.0,0.028999999999999998,수,60.56,보통,33
4493,2019-05-01,5.0,21,가구,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,648000,60.0,113.0,72917000.0,0.049,수,60.56,보통,14
4494,2019-05-01,5.0,21,가구,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,598000,60.0,99.0,58680000.0,0.049,수,60.56,보통,14
4495,2019-05-01,5.0,21,가구,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,548000,60.0,142.0,77428000.0,0.049,수,60.56,보통,14
4496,2019-05-01,5.0,22,가전,무이자 LG전자 매직스페이스 냉장고,1549000,60.0,66.0,101482000.0,0.016,수,60.56,보통,12
4497,2019-05-01,5.0,22,가전,일시불 LG전자 매직스페이스 냉장고,1409000,60.0,50.0,70030000.0,0.016,수,60.56,보통,12
4498,2019-05-01,5.0,23,가전,무이자 LG 울트라HD TV 55UK6800HNC,1430000,60.0,14.0,19931000.0,0.01,수,60.56,보통,3
4499,2019-05-01,5.0,23,가전,무이자 LG 울트라HD TV 65UK6800HNC,1930000,60.0,24.0,44670000.0,0.01,수,60.56,보통,3
4500,2019-05-01,5.0,23,가전,무이자 LG 울트라HD TV 70UK7400KNA,2790000,60.0,3.0,6489000.0,0.01,수,60.56,보통,3
4501,2019-05-01,5.0,23,가전,무이자 LG 울트라HD TV 75UK6200KNB,3090000,60.0,21.0,64383000.0,0.01,수,60.56,보통,3
4502,2019-05-01,5.0,23,가전,일시불 LG 울트라HD TV 55UK6800HNC,1300000,60.0,21.0,27042000.0,0.01,수,60.56,보통,3
4503,2019-05-01,5.0,23,가전,일시불 LG 울트라HD TV 65UK6800HNC,1700000,60.0,56.0,94125000.0,0.01,수,60.56,보통,3
4504,2019-05-01,5.0,23,가전,일시불 LG 울트라HD TV 70UK7400KNA,2500000,60.0,7.0,17426000.0,0.01,수,60.56,보통,3
4505,2019-05-01,5.0,23,가전,일시불 LG 울트라HD TV 75UK6200KNB,2800000,60.0,12.0,32437000.0,0.01,수,60.56,보통,3
4506,2019-05-02,5.0,0,가전,무이자 LG 통돌이 세탁기,489000,60.0,188.0,91830000.0,0.01,목,55.92,보통,2
4507,2019-05-02,5.0,0,가전,일시불 LG 통돌이 세탁기,439000,60.0,153.0,67055000.0,0.01,목,55.92,보통,2
4508,2019-05-02,5.0,1,속옷,벨레즈온 브라캡 심리스 원피스 패키지,49900,52.0,1133.0,56496000.0,0.045,목,55.92,보통,10
4509,2019-05-02,5.0,6,생활용품,무이자 메디컬드림 롤링마사지기 (KMD-970),108000,60.0,153.0,16439000.0,0.0,목,55.92,보통,0
4510,2019-05-02,5.0,6,생활용품,일시불 메디컬드림 롤링마사지기 (KMD-970),100000,60.0,352.0,35179000.0,0.0,목,55.92,보통,0
4511,2019-05-02,5.0,8,잡화,[안드레아바나]리얼카이만 악어 바디 숄더백,158000,60.0,173.0,27271000.0,0.015,목,55.92,보통,2
4512,2019-05-02,5.0,8,잡화,[안드레아바나]리얼카이만 악어 테일 숄더백,158000,60.0,102.0,16023000.0,0.015,목,55.92,보통,2
4513,2019-05-02,5.0,8,잡화,[안드레아바나]리얼카이만 악어 토트백,398000,60.0,107.0,42261000.0,0.015,목,55.92,보통,2
4514,2019-05-02,5.0,9,주방,무이자 송도순의 2세대 홈밀맷돌,188000,60.0,105.0,19676000.0,0.0,목,55.92,보통,0
4515,2019-05-02,5.0,9,주방,일시불 송도순의 2세대 홈밀맷돌,178000,60.0,225.0,40003000.0,0.0,목,55.92,보통,0
4516,2019-05-02,5.0,10,잡화,삭루츠 크로스바디백(TQ12),44000,60.0,746.0,32785000.0,0.015,목,55.92,보통,1
4517,2019-05-02,5.0,10,잡화,삭루츠 토트백(TQ35),48000,60.0,462.0,22132000.0,0.015,목,55.92,보통,1
4518,2019-05-02,5.0,10,잡화,삭루츠 투 웨이 백팩(TQ55),69000,60.0,331.0,22811000.0,0.015,목,55.92,보통,1
4519,2019-05-02,5.0,11,속옷,쿠미투니카 쿨 레이시 란쥬쉐이퍼&팬티,69900,60.0,1572.0,109839000.0,0.0,목,55.92,보통,0
4520,2019-05-02,5.0,12,주방,초특가  파뷔에 팬지 대형 후라이팬 세트,59800,60.0,1676.0,100219000.0,0.026000000000000002,목,55.92,보통,4
4521,2019-05-02,5.0,13,의류,스텔라테일러 컴포트 스트레치 팬츠 3종,29800,60.0,2398.0,71443000.0,0.034,목,55.92,보통,5
4522,2019-05-02,5.0,14,속옷,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),99900,60.0,1152.0,115067000.0,0.0,목,55.92,보통,0
4523,2019-05-02,5.0,15,농수축,국내산 손질 가자미 36미!,40900,60.0,2046.0,83650000.0,0.016,목,55.92,보통,5
4524,2019-05-02,5.0,16,건강기능,네페르티티 유기농 퀸 석류즙 6박스,77000,60.0,842.0,64767000.0,0.018000000000000002,목,55.92,보통,4
4525,2019-05-02,5.0,17,농수축,[바다원] 더 그릴 3종 아구채4팩+양태채2팩+쥐포채2팩 + 소스8팩,39900,60.0,1546.0,61649000.0,0.021,목,55.92,보통,2
4526,2019-05-02,5.0,18,주방,무이자 쓰임 마리벨 4인 홈세트 27P,139000,60.0,216.0,29978000.0,0.015,목,55.92,보통,3
4527,2019-05-02,5.0,18,주방,일시불 쓰임 마리벨 4인 홈세트 27P,129000,60.0,130.0,16663000.0,0.015,목,55.92,보통,3
4528,2019-05-02,5.0,19,농수축,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),30900,60.0,3258.0,100664000.0,0.011000000000000001,목,55.92,보통,1
4529,2019-05-02,5.0,19,농수축,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),30900,60.0,412.0,12702000.0,0.011000000000000001,목,55.92,보통,1
4530,2019-05-02,5.0,20,가전,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,2299000,60.0,57.0,128826000.0,0.015,목,55.92,보통,2
4531,2019-05-02,5.0,20,가전,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1989000,60.0,19.0,36051000.0,0.015,목,55.92,보통,2
4532,2019-05-02,5.0,20,가전,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,2209000,60.0,17.0,36017000.0,0.015,목,55.92,보통,2
4533,2019-05-02,5.0,20,가전,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1899000,60.0,4.0,6944000.0,0.015,목,55.92,보통,2
4534,2019-05-02,5.0,21,가전,무이자 LG 통돌이 세탁기,489000,60.0,113.0,55121000.0,0.027999999999999997,목,55.92,보통,6
4535,2019-05-02,5.0,21,가전,일시불 LG 통돌이 세탁기,439000,60.0,153.0,66992000.0,0.027999999999999997,목,55.92,보통,6
4536,2019-05-02,5.0,22,속옷,남영비비안 소노르 퀸 컬렉션 프리미엄 브라,99900,60.0,735.0,73340000.0,0.046,목,55.92,보통,16
4537,2019-05-02,5.0,23,가구,(무) 삼익가구 LED 제니비 서랍형 침대 K,649000,60.0,16.0,9976000.0,0.0,목,55.92,보통,0
4538,2019-05-02,5.0,23,가구,(무) 삼익가구 LED 제니비 서랍형 침대 Q,599000,60.0,13.0,7743000.0,0.0,목,55.92,보통,0
4539,2019-05-02,5.0,23,가구,(무) 삼익가구 LED 제니비 서랍형 침대 SS,549000,60.0,21.0,11281000.0,0.0,목,55.92,보통,0
4540,2019-05-02,5.0,23,가구,(일) 삼익가구 LED 제니비 서랍형 침대 K,599000,60.0,34.0,19887000.0,0.0,목,55.92,보통,0
4541,2019-05-02,5.0,23,가구,(일) 삼익가구 LED 제니비 서랍형 침대 Q,549000,60.0,19.0,9886000.0,0.0,목,55.92,보통,0
4542,2019-05-02,5.0,23,가구,(일) 삼익가구 LED 제니비 서랍형 침대 SS,499000,60.0,18.0,8951000.0,0.0,목,55.92,보통,0
4543,2019-05-03,5.0,0,속옷,초특가)에버라스트 드로즈 10+4종,39900,60.0,3324.0,132600000.0,0.012,금,58.72,보통,1
4544,2019-05-03,5.0,1,주방,무이자 전기식 회전통그릴 드럼쿡,239000,52.0,71.0,16829000.0,0.013999999999999999,금,58.72,보통,5
4545,2019-05-03,5.0,1,주방,일시불 전기식 회전통그릴 드럼쿡,229000,52.0,50.0,11316000.0,0.013999999999999999,금,58.72,보통,5
4546,2019-05-03,5.0,6,의류,보코 에스닉 앙상블,29000,60.0,3955.0,114678000.0,0.013000000000000001,금,58.72,보통,11
4547,2019-05-03,5.0,7,건강기능,무이자 종근당건강 락토핏 생유산균골드,79000,60.0,196.0,15429000.0,0.0,금,58.72,보통,0
4548,2019-05-03,5.0,7,건강기능,일시불 종근당건강 락토핏 생유산균골드,75050,60.0,776.0,58227000.0,0.0,금,58.72,보통,0
4549,2019-05-03,5.0,8,주방,무이자 매직쉐프 10리터 듀얼쿡 에어프라이어,164000,60.0,309.0,50659000.0,0.023,금,58.72,보통,2
4550,2019-05-03,5.0,8,주방,일시불 매직쉐프 10리터 듀얼쿡 에어프라이어,154000,60.0,309.0,47513000.0,0.023,금,58.72,보통,2
4551,2019-05-03,5.0,9,잡화,도스문도스 카이만 엠보 소가죽 체인 숄더백 1종,79000,60.0,881.0,69591000.0,0.018000000000000002,금,58.72,보통,19
4552,2019-05-03,5.0,9,잡화,도스문도스 카이만 엠보 소가죽 토트백 1종,99000,60.0,514.0,50867000.0,0.018000000000000002,금,58.72,보통,19
4553,2019-05-03,5.0,10,가전,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,1999000,60.0,7.0,13923000.0,0.038,금,58.72,보통,28
4554,2019-05-03,5.0,10,가전,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,2399000,60.0,21.0,50183000.0,0.038,금,58.72,보통,28
4555,2019-05-03,5.0,10,가전,일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,1909000,60.0,7.0,13319000.0,0.038,금,58.72,보통,28
4556,2019-05-03,5.0,10,가전,일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,2309000,60.0,10.0,21504000.0,0.038,금,58.72,보통,28
4557,2019-05-03,5.0,11,속옷,뷰티플렉스 풍기인견 브라탑패키지,69900,60.0,1158.0,80907000.0,0.05,금,58.72,보통,33
4558,2019-05-03,5.0,12,잡화,2019 S/S 로베르타 디 까메리노 선글라스,79800,60.0,1198.0,95542000.0,0.031,금,58.72,보통,6
4559,2019-05-03,5.0,13,침구,효재 자수 광목 워싱 침구세트 슈퍼싱글,129000,60.0,176.0,22608000.0,0.03,금,58.72,보통,30
4560,2019-05-03,5.0,13,침구,효재 자수 광목 워싱 침구세트 퀸,149000,60.0,182.0,27097000.0,0.03,금,58.72,보통,30
4561,2019-05-03,5.0,13,침구,효재 자수 광목 워싱 침구세트 킹,169000,60.0,281.0,47456000.0,0.03,금,58.72,보통,30
4562,2019-05-03,5.0,14,속옷,실크트리 풍기인견 데일리 쿨 이지탑 패키지,44000,60.0,1597.0,70240000.0,0.035,금,58.72,보통,6
4563,2019-05-03,5.0,15,주방,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),178000,60.0,92.0,16337000.0,0.022000000000000002,금,58.72,보통,15
4564,2019-05-03,5.0,15,주방,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),158000,60.0,63.0,9874000.0,0.022000000000000002,금,58.72,보통,15
4565,2019-05-03,5.0,15,주방,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),168000,60.0,251.0,42107000.0,0.022000000000000002,금,58.72,보통,15
4566,2019-05-03,5.0,15,주방,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),148000,60.0,99.0,14553000.0,0.022000000000000002,금,58.72,보통,15
4567,2019-05-03,5.0,16,농수축,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),38900,60.0,3117.0,121225000.0,0.004,금,58.72,보통,1
4568,2019-05-03,5.0,17,농수축,AAB의 소곱창전골 800g x 8팩,55900,60.0,3676.0,205462000.0,0.034,금,58.72,보통,13
4569,2019-05-03,5.0,18,주방,무이자 에지리 스텐큐브 프라이팬,179000,60.0,362.0,64768000.0,0.036000000000000004,금,58.72,보통,26
4570,2019-05-03,5.0,18,주방,일시불 에지리 스텐큐브 프라이팬,171000,60.0,247.0,42084000.0,0.036000000000000004,금,58.72,보통,26
4571,2019-05-03,5.0,19,속옷,헤드 파이로라이트 드로즈 10종 패키지,79000,60.0,951.0,75067000.0,0.036000000000000004,금,58.72,보통,26
4572,2019-05-03,5.0,19,속옷,헤드 파이로라이트 트렁크 8종 패키지,79000,60.0,361.0,28488000.0,0.036000000000000004,금,58.72,보통,26
4573,2019-05-03,5.0,20,가구,(무)[보루네오] 피올레 천연소가죽 소파 3인용,849000,60.0,6.0,5023000.0,0.027000000000000003,금,58.72,보통,15
4574,2019-05-03,5.0,20,가구,(무)[보루네오] 피올레 천연소가죽 소파 4인용,1049000,60.0,43.0,44770000.0,0.027000000000000003,금,58.72,보통,15
4575,2019-05-03,5.0,20,가구,(무)[보루네오] 피올레 천연소가죽 소파 6인용,1349000,60.0,10.0,13189000.0,0.027000000000000003,금,58.72,보통,15
4576,2019-05-03,5.0,20,가구,(일)[보루네오] 피올레 천연소가죽 소파 3인용,799000,60.0,8.0,6279000.0,0.027000000000000003,금,58.72,보통,15
4577,2019-05-03,5.0,20,가구,(일)[보루네오] 피올레 천연소가죽 소파 4인용,999000,60.0,43.0,42639000.0,0.027000000000000003,금,58.72,보통,15
4578,2019-05-03,5.0,20,가구,(일)[보루네오] 피올레 천연소가죽 소파 6인용,1299000,60.0,8.0,10196000.0,0.027000000000000003,금,58.72,보통,15
4579,2019-05-03,5.0,21,의류,K-SWISS 남성에어핏트랙수트,79900,60.0,1285.0,102638000.0,0.043,금,58.72,보통,4
4580,2019-05-03,5.0,21,의류,K-SWISS 여성에어핏트랙수트,79900,60.0,535.0,42714000.0,0.043,금,58.72,보통,4
4581,2019-05-03,5.0,22,가전,무이자 LG 울트라HD TV 55UK6800HNC,1430000,60.0,12.0,16642000.0,0.045,금,58.72,보통,23
4582,2019-05-03,5.0,22,가전,무이자 LG 울트라HD TV 65UK6800HNC,1930000,60.0,10.0,17912000.0,0.045,금,58.72,보통,23
4583,2019-05-03,5.0,22,가전,무이자 LG 울트라HD TV 70UK7400KNA,2790000,60.0,12.0,32320000.0,0.045,금,58.72,보통,23
4584,2019-05-03,5.0,22,가전,무이자 LG 울트라HD TV 75UK6200KNB,3090000,60.0,10.0,28711000.0,0.045,금,58.72,보통,23
4585,2019-05-03,5.0,22,가전,일시불 LG 울트라HD TV 55UK6800HNC,1300000,60.0,10.0,12002000.0,0.045,금,58.72,보통,23
4586,2019-05-03,5.0,22,가전,일시불 LG 울트라HD TV 65UK6800HNC,1700000,60.0,28.0,47149000.0,0.045,금,58.72,보통,23
4587,2019-05-03,5.0,22,가전,일시불 LG 울트라HD TV 70UK7400KNA,2500000,60.0,5.0,11659000.0,0.045,금,58.72,보통,23
4588,2019-05-03,5.0,22,가전,일시불 LG 울트라HD TV 75UK6200KNB,2800000,60.0,5.0,13026000.0,0.045,금,58.72,보통,23
4589,2019-05-03,5.0,23,가전,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,1999000,60.0,12.0,23269000.0,0.023,금,58.72,보통,6
4590,2019-05-03,5.0,23,가전,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,2399000,60.0,28.0,66800000.0,0.023,금,58.72,보통,6
4591,2019-05-03,5.0,23,가전,일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,1909000,60.0,7.0,13296000.0,0.023,금,58.72,보통,6
