,date,hour,rate
2217,2019-04-03,09,0
2218,2019-04-03,10,0
2219,2019-04-03,11,0
2220,2019-04-03,12,5
2221,2019-04-03,13,10
2222,2019-04-03,14,25
2223,2019-04-03,15,6
2224,2019-04-03,16,2
2225,2019-04-03,17,3
2226,2019-04-03,18,11
2227,2019-04-03,19,1
2228,2019-04-03,20,0
2229,2019-04-03,21,11
2230,2019-04-03,22,9
2231,2019-04-03,23,29
2232,2019-04-04,00,0
2233,2019-04-04,01,0
2234,2019-04-04,02,2
2235,2019-04-04,03,10
2236,2019-04-04,04,0
2237,2019-04-04,05,0
2238,2019-04-04,06,1
2239,2019-04-04,07,6
2240,2019-04-04,08,0
2241,2019-04-04,09,1
2242,2019-04-04,10,1
2243,2019-04-04,11,11
2244,2019-04-04,12,13
2245,2019-04-04,13,45
2246,2019-04-04,14,48
2247,2019-04-04,15,14
2248,2019-04-04,16,5
2249,2019-04-04,17,11
2250,2019-04-04,18,4
2251,2019-04-04,19,1
2252,2019-04-04,20,2
2253,2019-04-04,21,1
2254,2019-04-04,22,3
2255,2019-04-04,23,14
2256,2019-04-05,00,0
2257,2019-04-05,01,18
2258,2019-04-05,02,11
2259,2019-04-05,03,1
2260,2019-04-05,04,5
2261,2019-04-05,05,0
2262,2019-04-05,06,2
2263,2019-04-05,07,5
2264,2019-04-05,08,2
2265,2019-04-05,09,23
2266,2019-04-05,10,0
2267,2019-04-05,11,0
2268,2019-04-05,12,0
2269,2019-04-05,13,4
2270,2019-04-05,14,2
2271,2019-04-05,15,0
2272,2019-04-05,16,7
2273,2019-04-05,17,21
2274,2019-04-05,18,7
2275,2019-04-05,19,12
2276,2019-04-05,20,4
2277,2019-04-05,21,1
2278,2019-04-05,22,0
2279,2019-04-05,23,9
2280,2019-04-06,00,12
2281,2019-04-06,01,4
2282,2019-04-06,02,2
2283,2019-04-06,03,2
2284,2019-04-06,04,0
2285,2019-04-06,05,1
2286,2019-04-06,06,8
2287,2019-04-06,07,0
2288,2019-04-06,08,3
2289,2019-04-06,09,1
2290,2019-04-06,10,30
2291,2019-04-06,11,10
2292,2019-04-06,12,9
2293,2019-04-06,13,8
2294,2019-04-06,14,55
2295,2019-04-06,15,1
2296,2019-04-06,16,2
2297,2019-04-06,17,2
2298,2019-04-06,18,3
2299,2019-04-06,19,0
2300,2019-04-06,20,4
2301,2019-04-06,21,6
2302,2019-04-06,22,6
2303,2019-04-06,23,1
2304,2019-04-07,00,30
2305,2019-04-07,01,8
2306,2019-04-07,02,1
2307,2019-04-07,03,9
2308,2019-04-07,04,9
2309,2019-04-07,05,0
2310,2019-04-07,06,2
2311,2019-04-07,07,15
2312,2019-04-07,08,12
2313,2019-04-07,09,0
2314,2019-04-07,10,3
2315,2019-04-07,11,4
2316,2019-04-07,12,2
2317,2019-04-07,13,18
2318,2019-04-07,14,28
2319,2019-04-07,15,0
2320,2019-04-07,16,8
2321,2019-04-07,17,12
2322,2019-04-07,18,16
2323,2019-04-07,19,6
2324,2019-04-07,20,3
2325,2019-04-07,21,4
2326,2019-04-07,22,9
2327,2019-04-07,23,5
2328,2019-04-08,00,3
2329,2019-04-08,01,5
2330,2019-04-08,02,0
2331,2019-04-08,03,0
2332,2019-04-08,04,2
2333,2019-04-08,05,1
2334,2019-04-08,06,5
2335,2019-04-08,07,4
2336,2019-04-08,08,6
2337,2019-04-08,09,58
2338,2019-04-08,10,1
2339,2019-04-08,11,12
2340,2019-04-08,12,4
2341,2019-04-08,13,8
2342,2019-04-08,14,2
2343,2019-04-08,15,0
2344,2019-04-08,16,2
2345,2019-04-08,17,6
2346,2019-04-08,18,14
2347,2019-04-08,19,2
2348,2019-04-08,20,10
2349,2019-04-08,21,1
2350,2019-04-08,22,1
2351,2019-04-08,23,18
2352,2019-04-09,00,4
2353,2019-04-09,01,5
2354,2019-04-09,02,14
2355,2019-04-09,03,7
2356,2019-04-09,04,2
2357,2019-04-09,05,1
2358,2019-04-09,06,7
2359,2019-04-09,07,5
2360,2019-04-09,08,8
2361,2019-04-09,09,15
2362,2019-04-09,10,0
2363,2019-04-09,11,6
2364,2019-04-09,12,0
2365,2019-04-09,13,0
2366,2019-04-09,14,5
2367,2019-04-09,15,5
2368,2019-04-09,16,18
2369,2019-04-09,17,27
2370,2019-04-09,18,1
2371,2019-04-09,19,5
2372,2019-04-09,20,1
2373,2019-04-09,21,8
2374,2019-04-09,22,5
2375,2019-04-09,23,3
2376,2019-04-10,00,60
2377,2019-04-10,01,60
2378,2019-04-10,02,0
2379,2019-04-10,03,0
2380,2019-04-10,04,0
2381,2019-04-10,05,0
2382,2019-04-10,06,13
2383,2019-04-10,07,0
2384,2019-04-10,08,5
2385,2019-04-10,09,0
2386,2019-04-10,10,13
2387,2019-04-10,11,2
2388,2019-04-10,12,5
2389,2019-04-10,13,5
2390,2019-04-10,14,29
2391,2019-04-10,15,14
2392,2019-04-10,16,11
2393,2019-04-10,17,3
2394,2019-04-10,18,0
2395,2019-04-10,19,2
2396,2019-04-10,20,8
2397,2019-04-10,21,12
2398,2019-04-10,22,0
2399,2019-04-10,23,17
2400,2019-04-11,00,6
2401,2019-04-11,01,1
2402,2019-04-11,02,39
2403,2019-04-11,03,0
2404,2019-04-11,04,2
2405,2019-04-11,05,9
2406,2019-04-11,06,0
2407,2019-04-11,07,8
2408,2019-04-11,08,2
2409,2019-04-11,09,50
2410,2019-04-11,10,50
2411,2019-04-11,11,15
2412,2019-04-11,12,43
2413,2019-04-11,13,56
2414,2019-04-11,14,7
2415,2019-04-11,15,10
2416,2019-04-11,16,58
2417,2019-04-11,17,10
2418,2019-04-11,18,10
2419,2019-04-11,19,12
2420,2019-04-11,20,0
2421,2019-04-11,21,23
2422,2019-04-11,22,0
2423,2019-04-11,23,2
2424,2019-04-12,00,3
2425,2019-04-12,01,4
2426,2019-04-12,02,0
2427,2019-04-12,03,1
2428,2019-04-12,04,5
2429,2019-04-12,05,1
2430,2019-04-12,06,7
2431,2019-04-12,07,0
2432,2019-04-12,08,17
2433,2019-04-12,09,24
2434,2019-04-12,10,40
2435,2019-04-12,11,11
2436,2019-04-12,12,22
2437,2019-04-12,13,28
2438,2019-04-12,14,0
2439,2019-04-12,15,3
2440,2019-04-12,16,31
2441,2019-04-12,17,4
2442,2019-04-12,18,7
2443,2019-04-12,19,5
2444,2019-04-12,20,7
2445,2019-04-12,21,10
2446,2019-04-12,22,15
2447,2019-04-12,23,12
2448,2019-04-13,00,16
2449,2019-04-13,01,60
2450,2019-04-13,02,2
2451,2019-04-13,03,0
2452,2019-04-13,04,0
2453,2019-04-13,05,0
2454,2019-04-13,06,1
2455,2019-04-13,07,14
2456,2019-04-13,08,12
2457,2019-04-13,09,3
2458,2019-04-13,10,9
2459,2019-04-13,11,3
2460,2019-04-13,12,1
2461,2019-04-13,13,7
2462,2019-04-13,14,4
2463,2019-04-13,15,19
2464,2019-04-13,16,6
2465,2019-04-13,17,12
2466,2019-04-13,18,3
2467,2019-04-13,19,5
2468,2019-04-13,20,1
2469,2019-04-13,21,2
2470,2019-04-13,22,1
2471,2019-04-13,23,1
2472,2019-04-14,00,7
2473,2019-04-14,01,2
2474,2019-04-14,02,9
2475,2019-04-14,03,0
2476,2019-04-14,04,4
2477,2019-04-14,05,0
2478,2019-04-14,06,4
2479,2019-04-14,07,15
2480,2019-04-14,08,28
2481,2019-04-14,09,1
2482,2019-04-14,10,14
2483,2019-04-14,11,1
2484,2019-04-14,12,21
2485,2019-04-14,13,5
2486,2019-04-14,14,19
2487,2019-04-14,15,7
2488,2019-04-14,16,1
2489,2019-04-14,17,5
2490,2019-04-14,18,0
2491,2019-04-14,19,5
2492,2019-04-14,20,12
2493,2019-04-14,21,4
2494,2019-04-14,22,4
2495,2019-04-14,23,0
2496,2019-04-15,00,0
2497,2019-04-15,01,1
2498,2019-04-15,02,0
2499,2019-04-15,03,2
2500,2019-04-15,04,1
2501,2019-04-15,05,31
2502,2019-04-15,06,3
2503,2019-04-15,07,5
2504,2019-04-15,08,0
2505,2019-04-15,09,18
2506,2019-04-15,10,0
2507,2019-04-15,11,4
2508,2019-04-15,12,0
2509,2019-04-15,13,13
2510,2019-04-15,14,13
2511,2019-04-15,15,5
2512,2019-04-15,16,2
2513,2019-04-15,17,7
2514,2019-04-15,18,2
2515,2019-04-15,19,2
2516,2019-04-15,20,3
2517,2019-04-15,21,0
2518,2019-04-15,22,6
2519,2019-04-15,23,2
2520,2019-04-16,00,5
2521,2019-04-16,01,0
2522,2019-04-16,02,0
2523,2019-04-16,03,1
2524,2019-04-16,04,0
2525,2019-04-16,05,6
2526,2019-04-16,06,2
2527,2019-04-16,07,1
2528,2019-04-16,08,4
2529,2019-04-16,09,20
2530,2019-04-16,10,3
2531,2019-04-16,11,30
2532,2019-04-16,12,1
2533,2019-04-16,13,1
2534,2019-04-16,14,1
2535,2019-04-16,15,4
2536,2019-04-16,16,9
2537,2019-04-16,17,0
2538,2019-04-16,18,0
2539,2019-04-16,19,3
2540,2019-04-16,20,5
2541,2019-04-16,21,4
2542,2019-04-16,22,2
2543,2019-04-16,23,3
2544,2019-04-17,00,2
2545,2019-04-17,01,0
2546,2019-04-17,02,0
2547,2019-04-17,03,2
2548,2019-04-17,04,0
2549,2019-04-17,05,2
2550,2019-04-17,06,25
2551,2019-04-17,07,0
2552,2019-04-17,08,3
2553,2019-04-17,09,1
2554,2019-04-17,10,0
2555,2019-04-17,11,0
2556,2019-04-17,12,3
2557,2019-04-17,13,5
2558,2019-04-17,14,5
2559,2019-04-17,15,14
2560,2019-04-17,16,1
2561,2019-04-17,17,7
2562,2019-04-17,18,2
2563,2019-04-17,19,7
2564,2019-04-17,20,0
2565,2019-04-17,21,5
2566,2019-04-17,22,0
2567,2019-04-17,23,3
2568,2019-04-18,00,5
2569,2019-04-18,01,2
2570,2019-04-18,02,7
2571,2019-04-18,03,60
2572,2019-04-18,04,20
2573,2019-04-18,05,0
2574,2019-04-18,06,0
2575,2019-04-18,07,0
2576,2019-04-18,08,4
2577,2019-04-18,09,5
2578,2019-04-18,10,11
2579,2019-04-18,11,9
2580,2019-04-18,12,8
2581,2019-04-18,13,0
2582,2019-04-18,14,8
2583,2019-04-18,15,2
2584,2019-04-18,16,11
2585,2019-04-18,17,24
2586,2019-04-18,18,1
2587,2019-04-18,19,3
2588,2019-04-18,20,4
2589,2019-04-18,21,6
2590,2019-04-18,22,0
2591,2019-04-18,23,1
2592,2019-04-19,00,16
2593,2019-04-19,01,3
2594,2019-04-19,02,21
2595,2019-04-19,03,4
2596,2019-04-19,04,0
2597,2019-04-19,05,3
2598,2019-04-19,06,0
2599,2019-04-19,07,5
2600,2019-04-19,08,7
2601,2019-04-19,09,24
2602,2019-04-19,10,6
2603,2019-04-19,11,0
2604,2019-04-19,12,2
2605,2019-04-19,13,4
2606,2019-04-19,14,11
2607,2019-04-19,15,0
2608,2019-04-19,16,3
2609,2019-04-19,17,25
2610,2019-04-19,18,48
2611,2019-04-19,19,3
2612,2019-04-19,20,8
2613,2019-04-19,21,5
2614,2019-04-19,22,2
2615,2019-04-19,23,0
2616,2019-04-20,00,33
2617,2019-04-20,01,18
2618,2019-04-20,02,1
2619,2019-04-20,03,11
2620,2019-04-20,04,0
2621,2019-04-20,05,16
2622,2019-04-20,06,2
2623,2019-04-20,07,7
2624,2019-04-20,08,2
2625,2019-04-20,09,5
2626,2019-04-20,10,15
2627,2019-04-20,11,2
2628,2019-04-20,12,1
2629,2019-04-20,13,6
2630,2019-04-20,14,5
2631,2019-04-20,15,11
2632,2019-04-20,16,1
2633,2019-04-20,17,2
2634,2019-04-20,18,1
2635,2019-04-20,19,14
2636,2019-04-20,20,55
2637,2019-04-20,21,9
2638,2019-04-20,22,2
2639,2019-04-20,23,9
2640,2019-04-21,00,5
2641,2019-04-21,01,13
2642,2019-04-21,02,0
2643,2019-04-21,03,1
2644,2019-04-21,04,4
2645,2019-04-21,05,2
2646,2019-04-21,06,3
2647,2019-04-21,07,3
2648,2019-04-21,08,10
2649,2019-04-21,09,0
2650,2019-04-21,10,9
2651,2019-04-21,11,9
2652,2019-04-21,12,8
2653,2019-04-21,13,2
2654,2019-04-21,14,7
2655,2019-04-21,15,1
2656,2019-04-21,16,7
2657,2019-04-21,17,60
2658,2019-04-21,18,55
2659,2019-04-21,19,19
2660,2019-04-21,20,0
2661,2019-04-21,21,4
2662,2019-04-21,22,8
2663,2019-04-21,23,0
2664,2019-04-22,00,1
2665,2019-04-22,01,33
2666,2019-04-22,02,0
2667,2019-04-22,03,0
2668,2019-04-22,04,0
2669,2019-04-22,05,1
2670,2019-04-22,06,9
2671,2019-04-22,07,8
2672,2019-04-22,08,3
2673,2019-04-22,09,1
2674,2019-04-22,10,3
2675,2019-04-22,11,4
2676,2019-04-22,12,4
2677,2019-04-22,13,1
2678,2019-04-22,14,2
2679,2019-04-22,15,46
2680,2019-04-22,16,60
2681,2019-04-22,17,60
2682,2019-04-22,18,40
2683,2019-04-22,19,0
2684,2019-04-22,20,41
2685,2019-04-22,21,2
2686,2019-04-22,22,12
2687,2019-04-22,23,8
2688,2019-04-23,00,3
2689,2019-04-23,01,0
2690,2019-04-23,02,12
2691,2019-04-23,03,1
2692,2019-04-23,04,3
2693,2019-04-23,05,0
2694,2019-04-23,06,38
2695,2019-04-23,07,14
2696,2019-04-23,08,40
2697,2019-04-23,09,13
2698,2019-04-23,10,4
2699,2019-04-23,11,10
2700,2019-04-23,12,3
2701,2019-04-23,13,1
2702,2019-04-23,14,4
2703,2019-04-23,15,16
2704,2019-04-23,16,7
2705,2019-04-23,17,9
2706,2019-04-23,18,5
2707,2019-04-23,19,4
2708,2019-04-23,20,20
2709,2019-04-23,21,2
2710,2019-04-23,22,1
2711,2019-04-23,23,15
2712,2019-04-24,00,2
2713,2019-04-24,01,10
2714,2019-04-24,02,0
2715,2019-04-24,03,0
2716,2019-04-24,04,7
2717,2019-04-24,05,0
2718,2019-04-24,06,3
2719,2019-04-24,07,6
2720,2019-04-24,08,2
2721,2019-04-24,09,36
2722,2019-04-24,10,16
2723,2019-04-24,11,1
2724,2019-04-24,12,16
2725,2019-04-24,13,3
2726,2019-04-24,14,1
2727,2019-04-24,15,1
2728,2019-04-24,16,0
2729,2019-04-24,17,5
2730,2019-04-24,18,0
2731,2019-04-24,19,5
2732,2019-04-24,20,2
2733,2019-04-24,21,2
2734,2019-04-24,22,3
2735,2019-04-24,23,0
2736,2019-04-25,00,12
2737,2019-04-25,01,2
2738,2019-04-25,02,0
2739,2019-04-25,03,0
2740,2019-04-25,04,0
2741,2019-04-25,05,0
2742,2019-04-25,06,1
2743,2019-04-25,07,2
2744,2019-04-25,08,0
2745,2019-04-25,09,3
2746,2019-04-25,10,2
2747,2019-04-25,11,32
2748,2019-04-25,12,0
2749,2019-04-25,13,4
2750,2019-04-25,14,2
2751,2019-04-25,15,8
2752,2019-04-25,16,2
2753,2019-04-25,17,2
2754,2019-04-25,18,3
2755,2019-04-25,19,0
2756,2019-04-25,20,1
2757,2019-04-25,21,3
2758,2019-04-25,22,2
2759,2019-04-25,23,1
2760,2019-04-26,00,3
2761,2019-04-26,01,0
2762,2019-04-26,02,0
2763,2019-04-26,03,2
2764,2019-04-26,04,0
2765,2019-04-26,05,0
2766,2019-04-26,06,0
2767,2019-04-26,07,2
2768,2019-04-26,08,0
2769,2019-04-26,09,2
2770,2019-04-26,10,2
2771,2019-04-26,11,7
2772,2019-04-26,12,17
2773,2019-04-26,13,12
2774,2019-04-26,14,9
2775,2019-04-26,15,2
2776,2019-04-26,16,6
2777,2019-04-26,17,6
2778,2019-04-26,18,5
2779,2019-04-26,19,1
2780,2019-04-26,20,6
2781,2019-04-26,21,4
2782,2019-04-26,22,0
2783,2019-04-26,23,6
2784,2019-04-27,00,2
2785,2019-04-27,01,0
2786,2019-04-27,02,3
2787,2019-04-27,03,2
2788,2019-04-27,04,0
2789,2019-04-27,05,4
2790,2019-04-27,06,0
2791,2019-04-27,07,1
2792,2019-04-27,08,3
2793,2019-04-27,09,21
2794,2019-04-27,10,6
2795,2019-04-27,11,14
2796,2019-04-27,12,23
2797,2019-04-27,13,0
2798,2019-04-27,14,2
2799,2019-04-27,15,1
2800,2019-04-27,16,5
2801,2019-04-27,17,10
2802,2019-04-27,18,5
2803,2019-04-27,19,6
2804,2019-04-27,20,0
2805,2019-04-27,21,14
2806,2019-04-27,22,12
2807,2019-04-27,23,11
2808,2019-04-28,00,6
2809,2019-04-28,01,7
2810,2019-04-28,02,0
2811,2019-04-28,03,0
2812,2019-04-28,04,0
2813,2019-04-28,05,0
2814,2019-04-28,06,0
2815,2019-04-28,07,13
2816,2019-04-28,08,0
2817,2019-04-28,09,0
2818,2019-04-28,10,9
2819,2019-04-28,11,45
2820,2019-04-28,12,1
2821,2019-04-28,13,9
2822,2019-04-28,14,0
2823,2019-04-28,15,12
2824,2019-04-28,16,8
2825,2019-04-28,17,46
2826,2019-04-28,18,14
2827,2019-04-28,19,32
2828,2019-04-28,20,3
2829,2019-04-28,21,1
2830,2019-04-28,22,2
2831,2019-04-28,23,5
2832,2019-04-29,00,3
2833,2019-04-29,01,0
2834,2019-04-29,02,0
2835,2019-04-29,03,2
2836,2019-04-29,04,0
2837,2019-04-29,05,4
2838,2019-04-29,06,4
2839,2019-04-29,07,13
2840,2019-04-29,08,1
2841,2019-04-29,09,4
2842,2019-04-29,10,29
2843,2019-04-29,11,2
2844,2019-04-29,12,1
2845,2019-04-29,13,2
2846,2019-04-29,14,2
2847,2019-04-29,15,8
2848,2019-04-29,16,6
2849,2019-04-29,17,3
2850,2019-04-29,18,3
2851,2019-04-29,19,10
2852,2019-04-29,20,14
2853,2019-04-29,21,3
2854,2019-04-29,22,2
2855,2019-04-29,23,5
2856,2019-04-30,00,7
2857,2019-04-30,01,2
2858,2019-04-30,02,0
2859,2019-04-30,03,1
2860,2019-04-30,04,0
2861,2019-04-30,05,0
2862,2019-04-30,06,2
2863,2019-04-30,07,6
2864,2019-04-30,08,2
2865,2019-04-30,09,6
2866,2019-04-30,10,7
2867,2019-04-30,11,12
2868,2019-04-30,12,11
2869,2019-04-30,13,5
2870,2019-04-30,14,13
2871,2019-04-30,15,12
2872,2019-04-30,16,5
2873,2019-04-30,17,29
2874,2019-04-30,18,1
2875,2019-04-30,19,0
2876,2019-04-30,20,2
2877,2019-04-30,21,4
2878,2019-04-30,22,0
2879,2019-04-30,23,2
2880,2019-05-01,00,1
2881,2019-05-01,01,0
2882,2019-05-01,02,3
2883,2019-05-01,03,6
2884,2019-05-01,04,5
2885,2019-05-01,05,1
2886,2019-05-01,06,1
2887,2019-05-01,07,4
2888,2019-05-01,08,36
2889,2019-05-01,09,59
2890,2019-05-01,10,35
2891,2019-05-01,11,1
2892,2019-05-01,12,3
2893,2019-05-01,13,5
2894,2019-05-01,14,13
2895,2019-05-01,15,10
2896,2019-05-01,16,10
2897,2019-05-01,17,21
2898,2019-05-01,18,26
2899,2019-05-01,19,0
2900,2019-05-01,20,33
2901,2019-05-01,21,14
2902,2019-05-01,22,12
2903,2019-05-01,23,3
2904,2019-05-02,00,2
2905,2019-05-02,01,10
2906,2019-05-02,02,0
2907,2019-05-02,03,0
2908,2019-05-02,04,31
2909,2019-05-02,05,41
2910,2019-05-02,06,0
2911,2019-05-02,07,0
2912,2019-05-02,08,2
2913,2019-05-02,09,0
2914,2019-05-02,10,1
2915,2019-05-02,11,0
2916,2019-05-02,12,4
2917,2019-05-02,13,5
2918,2019-05-02,14,0
2919,2019-05-02,15,5
2920,2019-05-02,16,4
2921,2019-05-02,17,2
2922,2019-05-02,18,3
2923,2019-05-02,19,1
2924,2019-05-02,20,2
2925,2019-05-02,21,6
2926,2019-05-02,22,16
2927,2019-05-02,23,0
2928,2019-05-03,00,1
2929,2019-05-03,01,5
2930,2019-05-03,02,11
2931,2019-05-03,03,1
2932,2019-05-03,04,0
2933,2019-05-03,05,8
2934,2019-05-03,06,11
2935,2019-05-03,07,0
2936,2019-05-03,08,2
2937,2019-05-03,09,19
2938,2019-05-03,10,28
2939,2019-05-03,11,33
2940,2019-05-03,12,6
2941,2019-05-03,13,30
2942,2019-05-03,14,6
2943,2019-05-03,15,15
2944,2019-05-03,16,1
2945,2019-05-03,17,13
2946,2019-05-03,18,26
2947,2019-05-03,19,26
2948,2019-05-03,20,15
2949,2019-05-03,21,4
2950,2019-05-03,22,23
2951,2019-05-03,23,6
2952,2019-05-04,00,10
2953,2019-05-04,01,0
2954,2019-05-04,02,0
2955,2019-05-04,03,0
2956,2019-05-04,04,5
2957,2019-05-04,05,0
2958,2019-05-04,06,14
2959,2019-05-04,07,35
2960,2019-05-04,08,4
2961,2019-05-04,09,6
2962,2019-05-04,10,4
2963,2019-05-04,11,3
2964,2019-05-04,12,44
2965,2019-05-04,13,6
2966,2019-05-04,14,35
2967,2019-05-04,15,8
2968,2019-05-04,16,11
2969,2019-05-04,17,1
2970,2019-05-04,18,14
2971,2019-05-04,19,46
2972,2019-05-04,20,5
2973,2019-05-04,21,4
2974,2019-05-04,22,15
2975,2019-05-04,23,3
2976,2019-05-05,00,5
2977,2019-05-05,01,0
2978,2019-05-05,02,2
2979,2019-05-05,03,0
2980,2019-05-05,04,0
2981,2019-05-05,05,1
2982,2019-05-05,06,1
2983,2019-05-05,07,5
2984,2019-05-05,08,2
2985,2019-05-05,09,8
2986,2019-05-05,10,2
2987,2019-05-05,11,1
2988,2019-05-05,12,7
2989,2019-05-05,13,3
2990,2019-05-05,14,25
2991,2019-05-05,15,13
2992,2019-05-05,16,17
2993,2019-05-05,17,0
2994,2019-05-05,18,3
2995,2019-05-05,19,14
2996,2019-05-05,20,9
2997,2019-05-05,21,60
2998,2019-05-05,22,10
2999,2019-05-05,23,7
3000,2019-05-06,00,16
3001,2019-05-06,01,1
3002,2019-05-06,02,0
3003,2019-05-06,03,1
3004,2019-05-06,04,30
3005,2019-05-06,05,7
3006,2019-05-06,06,0
3007,2019-05-06,07,0
3008,2019-05-06,08,13
3009,2019-05-06,09,4
3010,2019-05-06,10,0
3011,2019-05-06,11,6
3012,2019-05-06,12,5
3013,2019-05-06,13,4
3014,2019-05-06,14,25
3015,2019-05-06,15,57
3016,2019-05-06,16,60
3017,2019-05-06,17,60
3018,2019-05-06,18,19
3019,2019-05-06,19,2
3020,2019-05-06,20,5
3021,2019-05-06,21,8
3022,2019-05-06,22,10
3023,2019-05-06,23,10
3024,2019-05-07,00,4
3025,2019-05-07,01,0
3026,2019-05-07,02,1
3027,2019-05-07,03,0
3028,2019-05-07,04,4
3029,2019-05-07,05,2
3030,2019-05-07,06,2
3031,2019-05-07,07,1
3032,2019-05-07,08,0
3033,2019-05-07,09,2
3034,2019-05-07,10,1
3035,2019-05-07,11,1
3036,2019-05-07,12,2
3037,2019-05-07,13,23
3038,2019-05-07,14,16
3039,2019-05-07,15,4
3040,2019-05-07,16,51
3041,2019-05-07,17,5
3042,2019-05-07,18,13
3043,2019-05-07,19,2
3044,2019-05-07,20,5
3045,2019-05-07,21,12
3046,2019-05-07,22,12
3047,2019-05-07,23,4
3048,2019-05-08,00,16
3049,2019-05-08,01,5
3050,2019-05-08,02,1
3051,2019-05-08,03,13
3052,2019-05-08,04,0
3053,2019-05-08,05,0
3054,2019-05-08,06,1
3055,2019-05-08,07,6
3056,2019-05-08,08,8
3057,2019-05-08,09,24
3058,2019-05-08,10,9
3059,2019-05-08,11,11
3060,2019-05-08,12,7
3061,2019-05-08,13,1
3062,2019-05-08,14,8
3063,2019-05-08,15,5
3064,2019-05-08,16,11
3065,2019-05-08,17,10
3066,2019-05-08,18,4
3067,2019-05-08,19,7
3068,2019-05-08,20,32
3069,2019-05-08,21,1
3070,2019-05-08,22,1
3071,2019-05-08,23,11
3072,2019-05-09,00,2
3073,2019-05-09,01,4
3074,2019-05-09,02,0
3075,2019-05-09,03,3
3076,2019-05-09,04,0
3077,2019-05-09,05,0
3078,2019-05-09,06,3
3079,2019-05-09,07,7
3080,2019-05-09,08,53
3081,2019-05-09,09,3
3082,2019-05-09,10,4
3083,2019-05-09,11,1
3084,2019-05-09,12,11
3085,2019-05-09,13,60
3086,2019-05-09,14,54
3087,2019-05-09,15,5
3088,2019-05-09,16,2
3089,2019-05-09,17,2
3090,2019-05-09,18,11
3091,2019-05-09,19,8
3092,2019-05-09,20,1
3093,2019-05-09,21,1
3094,2019-05-09,22,10
3095,2019-05-09,23,10
3096,2019-05-10,00,10
3097,2019-05-10,01,6
3098,2019-05-10,02,0
3099,2019-05-10,03,1
3100,2019-05-10,04,5
3101,2019-05-10,05,0
3102,2019-05-10,06,8
3103,2019-05-10,07,2
3104,2019-05-10,08,6
3105,2019-05-10,09,1
3106,2019-05-10,10,6
3107,2019-05-10,11,6
3108,2019-05-10,12,24
3109,2019-05-10,13,5
3110,2019-05-10,14,2
3111,2019-05-10,15,14
3112,2019-05-10,16,7
3113,2019-05-10,17,3
3114,2019-05-10,18,3
3115,2019-05-10,19,2
3116,2019-05-10,20,6
3117,2019-05-10,21,4
3118,2019-05-10,22,4
3119,2019-05-10,23,3
3120,2019-05-11,00,1
3121,2019-05-11,01,5
3122,2019-05-11,02,0
3123,2019-05-11,03,0
3124,2019-05-11,04,2
3125,2019-05-11,05,0
3126,2019-05-11,06,0
3127,2019-05-11,07,4
3128,2019-05-11,08,46
3129,2019-05-11,09,6
3130,2019-05-11,10,12
3131,2019-05-11,11,5
3132,2019-05-11,12,0
3133,2019-05-11,13,5
3134,2019-05-11,14,5
3135,2019-05-11,15,8
3136,2019-05-11,16,6
3137,2019-05-11,17,2
3138,2019-05-11,18,6
3139,2019-05-11,19,7
3140,2019-05-11,20,23
3141,2019-05-11,21,14
3142,2019-05-11,22,1
3143,2019-05-11,23,10
3144,2019-05-12,00,9
3145,2019-05-12,01,1
3146,2019-05-12,02,0
3147,2019-05-12,03,7
3148,2019-05-12,04,0
3149,2019-05-12,05,3
3150,2019-05-12,06,0
3151,2019-05-12,07,4
3152,2019-05-12,08,20
3153,2019-05-12,09,12
3154,2019-05-12,10,3
3155,2019-05-12,11,9
3156,2019-05-12,12,1
3157,2019-05-12,13,0
3158,2019-05-12,14,7
3159,2019-05-12,15,46
3160,2019-05-12,16,31
3161,2019-05-12,17,3
3162,2019-05-12,18,8
3163,2019-05-12,19,60
3164,2019-05-12,20,17
3165,2019-05-12,21,24
3166,2019-05-12,22,3
3167,2019-05-12,23,22
3168,2019-05-13,00,3
3169,2019-05-13,01,0
3170,2019-05-13,02,0
3171,2019-05-13,03,0
3172,2019-05-13,04,8
3173,2019-05-13,05,0
3174,2019-05-13,06,4
3175,2019-05-13,07,1
3176,2019-05-13,08,7
3177,2019-05-13,09,27
3178,2019-05-13,10,0
3179,2019-05-13,11,11
3180,2019-05-13,12,0
3181,2019-05-13,13,39
3182,2019-05-13,14,31
3183,2019-05-13,15,6
3184,2019-05-13,16,16
3185,2019-05-13,17,0
3186,2019-05-13,18,12
3187,2019-05-13,19,3
3188,2019-05-13,20,0
3189,2019-05-13,21,4
3190,2019-05-13,22,3
3191,2019-05-13,23,16
3192,2019-05-14,00,4
3193,2019-05-14,01,0
3194,2019-05-14,02,0
3195,2019-05-14,03,0
3196,2019-05-14,04,5
3197,2019-05-14,05,0
3198,2019-05-14,06,10
3199,2019-05-14,07,3
3200,2019-05-14,08,5
3201,2019-05-14,09,2
3202,2019-05-14,10,46
3203,2019-05-14,11,1
3204,2019-05-14,12,11
3205,2019-05-14,13,11
3206,2019-05-14,14,9
3207,2019-05-14,15,41
3208,2019-05-14,16,56
3209,2019-05-14,17,28
3210,2019-05-14,18,4
3211,2019-05-14,19,2
3212,2019-05-14,20,9
3213,2019-05-14,21,0
3214,2019-05-14,22,1
3215,2019-05-14,23,8
