,date,month,hour,rate,weekday,min_c,max_c,rain,snow,PM,state
2676,2019-04-22,4,12,0.033,월,10.7,28.2,0,0,89.0,나쁨
2677,2019-04-22,4,13,0.012,월,10.7,28.2,0,0,89.0,나쁨
2678,2019-04-22,4,14,0.013,월,10.7,28.2,0,0,89.0,나쁨
2679,2019-04-22,4,15,0.101,월,10.7,28.2,0,0,89.0,나쁨
2680,2019-04-22,4,16,0.026,월,10.7,28.2,0,0,89.0,나쁨
2681,2019-04-22,4,17,0.034,월,10.7,28.2,0,0,89.0,나쁨
2682,2019-04-22,4,18,0.01,월,10.7,28.2,0,0,89.0,나쁨
2683,2019-04-22,4,19,0.0,월,10.7,28.2,0,0,89.0,나쁨
2684,2019-04-22,4,20,0.046,월,10.7,28.2,0,0,89.0,나쁨
2685,2019-04-22,4,21,0.008,월,10.7,28.2,0,0,89.0,나쁨
2686,2019-04-22,4,22,0.11,월,10.7,28.2,0,0,89.0,나쁨
2687,2019-04-22,4,23,0.036,월,10.7,28.2,0,0,89.0,나쁨
2688,2019-04-23,4,00,0.014,화,15.3,25.5,0,0,94.56,나쁨
2689,2019-04-23,4,01,0.0,화,15.3,25.5,0,0,94.56,나쁨
2690,2019-04-23,4,02,0.031,화,15.3,25.5,0,0,94.56,나쁨
2691,2019-04-23,4,03,0.019,화,15.3,25.5,0,0,94.56,나쁨
2692,2019-04-23,4,04,0.028,화,15.3,25.5,0,0,94.56,나쁨
2693,2019-04-23,4,05,0.0,화,15.3,25.5,0,0,94.56,나쁨
2694,2019-04-23,4,06,0.031,화,15.3,25.5,0,0,94.56,나쁨
2695,2019-04-23,4,07,0.025,화,15.3,25.5,0,0,94.56,나쁨
2696,2019-04-23,4,08,0.031,화,15.3,25.5,0,0,94.56,나쁨
2697,2019-04-23,4,09,0.014,화,15.3,25.5,0,0,94.56,나쁨
2698,2019-04-23,4,10,0.016,화,15.3,25.5,0,0,94.56,나쁨
2699,2019-04-23,4,11,0.014,화,15.3,25.5,0,0,94.56,나쁨
2700,2019-04-23,4,12,0.006,화,15.3,25.5,0,0,94.56,나쁨
2701,2019-04-23,4,13,0.015,화,15.3,25.5,0,0,94.56,나쁨
2702,2019-04-23,4,14,0.019,화,15.3,25.5,0,0,94.56,나쁨
2703,2019-04-23,4,15,0.054,화,15.3,25.5,0,0,94.56,나쁨
2704,2019-04-23,4,16,0.032,화,15.3,25.5,0,0,94.56,나쁨
2705,2019-04-23,4,17,0.016,화,15.3,25.5,0,0,94.56,나쁨
2706,2019-04-23,4,18,0.006,화,15.3,25.5,0,0,94.56,나쁨
2707,2019-04-23,4,19,0.026,화,15.3,25.5,0,0,94.56,나쁨
2708,2019-04-23,4,20,0.014,화,15.3,25.5,0,0,94.56,나쁨
2709,2019-04-23,4,21,0.014,화,15.3,25.5,0,0,94.56,나쁨
2710,2019-04-23,4,22,0.013,화,15.3,25.5,0,0,94.56,나쁨
2711,2019-04-23,4,23,0.014,화,15.3,25.5,0,0,94.56,나쁨
2712,2019-04-24,4,00,0.016,수,15.8,25.9,1,0,58.72,보통
2713,2019-04-24,4,01,0.024,수,15.8,25.9,1,0,58.72,보통
2714,2019-04-24,4,02,0.0,수,15.8,25.9,1,0,58.72,보통
2715,2019-04-24,4,03,0.0,수,15.8,25.9,1,0,58.72,보통
2716,2019-04-24,4,04,0.009,수,15.8,25.9,1,0,58.72,보통
2717,2019-04-24,4,05,0.0,수,15.8,25.9,1,0,58.72,보통
2718,2019-04-24,4,06,0.027,수,15.8,25.9,1,0,58.72,보통
2719,2019-04-24,4,07,0.007,수,15.8,25.9,1,0,58.72,보통
2720,2019-04-24,4,08,0.016,수,15.8,25.9,1,0,58.72,보통
2721,2019-04-24,4,09,0.043,수,15.8,25.9,1,0,58.72,보통
2722,2019-04-24,4,10,0.038,수,15.8,25.9,1,0,58.72,보통
2723,2019-04-24,4,11,0.007,수,15.8,25.9,1,0,58.72,보통
2724,2019-04-24,4,12,0.029,수,15.8,25.9,1,0,58.72,보통
2725,2019-04-24,4,13,0.016,수,15.8,25.9,1,0,58.72,보통
2726,2019-04-24,4,14,0.004,수,15.8,25.9,1,0,58.72,보통
2727,2019-04-24,4,15,0.006,수,15.8,25.9,1,0,58.72,보통
2728,2019-04-24,4,16,0.0,수,15.8,25.9,1,0,58.72,보통
2729,2019-04-24,4,17,0.042,수,15.8,25.9,1,0,58.72,보통
2730,2019-04-24,4,18,0.0,수,15.8,25.9,1,0,58.72,보통
2731,2019-04-24,4,19,0.023,수,15.8,25.9,1,0,58.72,보통
2732,2019-04-24,4,20,0.02,수,15.8,25.9,1,0,58.72,보통
2733,2019-04-24,4,21,0.023,수,15.8,25.9,1,0,58.72,보통
2734,2019-04-24,4,22,0.044,수,15.8,25.9,1,0,58.72,보통
2735,2019-04-24,4,23,0.0,수,15.8,25.9,1,0,58.72,보통
2736,2019-04-25,4,00,0.024,목,9.4,17.2,1,0,40.24,보통
2737,2019-04-25,4,01,0.004,목,9.4,17.2,1,0,40.24,보통
2738,2019-04-25,4,02,0.0,목,9.4,17.2,1,0,40.24,보통
2739,2019-04-25,4,03,0.0,목,9.4,17.2,1,0,40.24,보통
2740,2019-04-25,4,04,0.0,목,9.4,17.2,1,0,40.24,보통
2741,2019-04-25,4,05,0.0,목,9.4,17.2,1,0,40.24,보통
2742,2019-04-25,4,06,0.036,목,9.4,17.2,1,0,40.24,보통
2743,2019-04-25,4,07,0.032,목,9.4,17.2,1,0,40.24,보통
2744,2019-04-25,4,08,0.0,목,9.4,17.2,1,0,40.24,보통
2745,2019-04-25,4,09,0.003,목,9.4,17.2,1,0,40.24,보통
2746,2019-04-25,4,10,0.003,목,9.4,17.2,1,0,40.24,보통
2747,2019-04-25,4,11,0.068,목,9.4,17.2,1,0,40.24,보통
2748,2019-04-25,4,12,0.0,목,9.4,17.2,1,0,40.24,보통
2749,2019-04-25,4,13,0.028,목,9.4,17.2,1,0,40.24,보통
2750,2019-04-25,4,14,0.027,목,9.4,17.2,1,0,40.24,보통
2751,2019-04-25,4,15,0.036,목,9.4,17.2,1,0,40.24,보통
2752,2019-04-25,4,16,0.018,목,9.4,17.2,1,0,40.24,보통
2753,2019-04-25,4,17,0.027,목,9.4,17.2,1,0,40.24,보통
2754,2019-04-25,4,18,0.008,목,9.4,17.2,1,0,40.24,보통
2755,2019-04-25,4,19,0.0,목,9.4,17.2,1,0,40.24,보통
2756,2019-04-25,4,20,0.005,목,9.4,17.2,1,0,40.24,보통
2757,2019-04-25,4,21,0.013,목,9.4,17.2,1,0,40.24,보통
2758,2019-04-25,4,22,0.009,목,9.4,17.2,1,0,40.24,보통
2759,2019-04-25,4,23,0.013,목,9.4,17.2,1,0,40.24,보통
2760,2019-04-26,4,00,0.016,금,6.2,9.9,1,0,9.2,좋음
2761,2019-04-26,4,01,0.0,금,6.2,9.9,1,0,9.2,좋음
2762,2019-04-26,4,02,0.0,금,6.2,9.9,1,0,9.2,좋음
2763,2019-04-26,4,03,0.021,금,6.2,9.9,1,0,9.2,좋음
2764,2019-04-26,4,04,0.0,금,6.2,9.9,1,0,9.2,좋음
2765,2019-04-26,4,05,0.0,금,6.2,9.9,1,0,9.2,좋음
2766,2019-04-26,4,06,0.0,금,6.2,9.9,1,0,9.2,좋음
2767,2019-04-26,4,07,0.019,금,6.2,9.9,1,0,9.2,좋음
2768,2019-04-26,4,08,0.0,금,6.2,9.9,1,0,9.2,좋음
2769,2019-04-26,4,09,0.008,금,6.2,9.9,1,0,9.2,좋음
2770,2019-04-26,4,10,0.061,금,6.2,9.9,1,0,9.2,좋음
2771,2019-04-26,4,11,0.013,금,6.2,9.9,1,0,9.2,좋음
2772,2019-04-26,4,12,0.03,금,6.2,9.9,1,0,9.2,좋음
2773,2019-04-26,4,13,0.027,금,6.2,9.9,1,0,9.2,좋음
2774,2019-04-26,4,14,0.038,금,6.2,9.9,1,0,9.2,좋음
2775,2019-04-26,4,15,0.017,금,6.2,9.9,1,0,9.2,좋음
2776,2019-04-26,4,16,0.014,금,6.2,9.9,1,0,9.2,좋음
2777,2019-04-26,4,17,0.016,금,6.2,9.9,1,0,9.2,좋음
2778,2019-04-26,4,18,0.014,금,6.2,9.9,1,0,9.2,좋음
2779,2019-04-26,4,19,0.025,금,6.2,9.9,1,0,9.2,좋음
2780,2019-04-26,4,20,0.034,금,6.2,9.9,1,0,9.2,좋음
2781,2019-04-26,4,21,0.072,금,6.2,9.9,1,0,9.2,좋음
2782,2019-04-26,4,22,0.0,금,6.2,9.9,1,0,9.2,좋음
2783,2019-04-26,4,23,0.012,금,6.2,9.9,1,0,9.2,좋음
2784,2019-04-27,4,00,0.019,토,4.1,18.2,0,0,17.2,좋음
2785,2019-04-27,4,01,0.0,토,4.1,18.2,0,0,17.2,좋음
2786,2019-04-27,4,02,0.014,토,4.1,18.2,0,0,17.2,좋음
2787,2019-04-27,4,03,0.01,토,4.1,18.2,0,0,17.2,좋음
2788,2019-04-27,4,04,0.0,토,4.1,18.2,0,0,17.2,좋음
2789,2019-04-27,4,05,0.021,토,4.1,18.2,0,0,17.2,좋음
2790,2019-04-27,4,06,0.0,토,4.1,18.2,0,0,17.2,좋음
2791,2019-04-27,4,07,0.011,토,4.1,18.2,0,0,17.2,좋음
2792,2019-04-27,4,08,0.033,토,4.1,18.2,0,0,17.2,좋음
2793,2019-04-27,4,09,0.042,토,4.1,18.2,0,0,17.2,좋음
2794,2019-04-27,4,10,0.005,토,4.1,18.2,0,0,17.2,좋음
2795,2019-04-27,4,11,0.025,토,4.1,18.2,0,0,17.2,좋음
2796,2019-04-27,4,12,0.014,토,4.1,18.2,0,0,17.2,좋음
2797,2019-04-27,4,13,0.0,토,4.1,18.2,0,0,17.2,좋음
2798,2019-04-27,4,14,0.01,토,4.1,18.2,0,0,17.2,좋음
2799,2019-04-27,4,15,0.015,토,4.1,18.2,0,0,17.2,좋음
2800,2019-04-27,4,16,0.015,토,4.1,18.2,0,0,17.2,좋음
2801,2019-04-27,4,17,0.104,토,4.1,18.2,0,0,17.2,좋음
2802,2019-04-27,4,18,0.011,토,4.1,18.2,0,0,17.2,좋음
2803,2019-04-27,4,19,0.022,토,4.1,18.2,0,0,17.2,좋음
2804,2019-04-27,4,20,0.0,토,4.1,18.2,0,0,17.2,좋음
2805,2019-04-27,4,21,0.038,토,4.1,18.2,0,0,17.2,좋음
2806,2019-04-27,4,22,0.04,토,4.1,18.2,0,0,17.2,좋음
2807,2019-04-27,4,23,0.011,토,4.1,18.2,0,0,17.2,좋음
2808,2019-04-28,4,00,0.008,일,9.9,16.6,0,0,18.64,좋음
2809,2019-04-28,4,01,0.027,일,9.9,16.6,0,0,18.64,좋음
2810,2019-04-28,4,02,0.0,일,9.9,16.6,0,0,18.64,좋음
2811,2019-04-28,4,03,0.0,일,9.9,16.6,0,0,18.64,좋음
2812,2019-04-28,4,04,0.0,일,9.9,16.6,0,0,18.64,좋음
2813,2019-04-28,4,05,0.0,일,9.9,16.6,0,0,18.64,좋음
2814,2019-04-28,4,06,0.0,일,9.9,16.6,0,0,18.64,좋음
2815,2019-04-28,4,07,0.03,일,9.9,16.6,0,0,18.64,좋음
2816,2019-04-28,4,08,0.0,일,9.9,16.6,0,0,18.64,좋음
2817,2019-04-28,4,09,0.0,일,9.9,16.6,0,0,18.64,좋음
2818,2019-04-28,4,10,0.03,일,9.9,16.6,0,0,18.64,좋음
2819,2019-04-28,4,11,0.04,일,9.9,16.6,0,0,18.64,좋음
2820,2019-04-28,4,12,0.015,일,9.9,16.6,0,0,18.64,좋음
2821,2019-04-28,4,13,0.028,일,9.9,16.6,0,0,18.64,좋음
2822,2019-04-28,4,14,0.0,일,9.9,16.6,0,0,18.64,좋음
2823,2019-04-28,4,15,0.047,일,9.9,16.6,0,0,18.64,좋음
2824,2019-04-28,4,16,0.03,일,9.9,16.6,0,0,18.64,좋음
2825,2019-04-28,4,17,0.073,일,9.9,16.6,0,0,18.64,좋음
2826,2019-04-28,4,18,0.016,일,9.9,16.6,0,0,18.64,좋음
2827,2019-04-28,4,19,0.044,일,9.9,16.6,0,0,18.64,좋음
2828,2019-04-28,4,20,0.037,일,9.9,16.6,0,0,18.64,좋음
2829,2019-04-28,4,21,0.003,일,9.9,16.6,0,0,18.64,좋음
2830,2019-04-28,4,22,0.019,일,9.9,16.6,0,0,18.64,좋음
2831,2019-04-28,4,23,0.047,일,9.9,16.6,0,0,18.64,좋음
2832,2019-04-29,4,00,0.032,월,8.3,17.3,0,0,23.36,좋음
2833,2019-04-29,4,01,0.0,월,8.3,17.3,0,0,23.36,좋음
2834,2019-04-29,4,02,0.0,월,8.3,17.3,0,0,23.36,좋음
2835,2019-04-29,4,03,0.045,월,8.3,17.3,0,0,23.36,좋음
2836,2019-04-29,4,04,0.0,월,8.3,17.3,0,0,23.36,좋음
2837,2019-04-29,4,05,0.018,월,8.3,17.3,0,0,23.36,좋음
2838,2019-04-29,4,06,0.014,월,8.3,17.3,0,0,23.36,좋음
2839,2019-04-29,4,07,0.014,월,8.3,17.3,0,0,23.36,좋음
2840,2019-04-29,4,08,0.014,월,8.3,17.3,0,0,23.36,좋음
2841,2019-04-29,4,09,0.029,월,8.3,17.3,0,0,23.36,좋음
2842,2019-04-29,4,10,0.055,월,8.3,17.3,0,0,23.36,좋음
2843,2019-04-29,4,11,0.015,월,8.3,17.3,0,0,23.36,좋음
2844,2019-04-29,4,12,0.015,월,8.3,17.3,0,0,23.36,좋음
2845,2019-04-29,4,13,0.016,월,8.3,17.3,0,0,23.36,좋음
2846,2019-04-29,4,14,0.012,월,8.3,17.3,0,0,23.36,좋음
2847,2019-04-29,4,15,0.062,월,8.3,17.3,0,0,23.36,좋음
2848,2019-04-29,4,16,0.051,월,8.3,17.3,0,0,23.36,좋음
2849,2019-04-29,4,17,0.034,월,8.3,17.3,0,0,23.36,좋음
2850,2019-04-29,4,18,0.018,월,8.3,17.3,0,0,23.36,좋음
2851,2019-04-29,4,19,0.03,월,8.3,17.3,0,0,23.36,좋음
2852,2019-04-29,4,20,0.026,월,8.3,17.3,0,0,23.36,좋음
2853,2019-04-29,4,21,0.023,월,8.3,17.3,0,0,23.36,좋음
2854,2019-04-29,4,22,0.035,월,8.3,17.3,0,0,23.36,좋음
2855,2019-04-29,4,23,0.016,월,8.3,17.3,0,0,23.36,좋음
2856,2019-04-30,4,00,0.056,화,9.0,22.5,0,0,34.6,보통
2857,2019-04-30,4,01,0.026,화,9.0,22.5,0,0,34.6,보통
2858,2019-04-30,4,02,0.0,화,9.0,22.5,0,0,34.6,보통
2859,2019-04-30,4,03,0.006,화,9.0,22.5,0,0,34.6,보통
2860,2019-04-30,4,04,0.0,화,9.0,22.5,0,0,34.6,보통
2861,2019-04-30,4,05,0.0,화,9.0,22.5,0,0,34.6,보통
2862,2019-04-30,4,06,0.013,화,9.0,22.5,0,0,34.6,보통
2863,2019-04-30,4,07,0.036,화,9.0,22.5,0,0,34.6,보통
2864,2019-04-30,4,08,0.017,화,9.0,22.5,0,0,34.6,보통
2865,2019-04-30,4,09,0.034,화,9.0,22.5,0,0,34.6,보통
2866,2019-04-30,4,10,0.027,화,9.0,22.5,0,0,34.6,보통
2867,2019-04-30,4,11,0.009,화,9.0,22.5,0,0,34.6,보통
2868,2019-04-30,4,12,0.014,화,9.0,22.5,0,0,34.6,보통
2869,2019-04-30,4,13,0.032,화,9.0,22.5,0,0,34.6,보통
2870,2019-04-30,4,14,0.043,화,9.0,22.5,0,0,34.6,보통
2871,2019-04-30,4,15,0.036,화,9.0,22.5,0,0,34.6,보통
2872,2019-04-30,4,16,0.019,화,9.0,22.5,0,0,34.6,보통
2873,2019-04-30,4,17,0.047,화,9.0,22.5,0,0,34.6,보통
2874,2019-04-30,4,18,0.005,화,9.0,22.5,0,0,34.6,보통
2875,2019-04-30,4,19,0.0,화,9.0,22.5,0,0,34.6,보통
2876,2019-04-30,4,20,0.014,화,9.0,22.5,0,0,34.6,보통
2877,2019-04-30,4,21,0.019,화,9.0,22.5,0,0,34.6,보통
2878,2019-04-30,4,22,0.0,화,9.0,22.5,0,0,34.6,보통
2879,2019-04-30,4,23,0.015,화,9.0,22.5,0,0,34.6,보통
2880,2019-05-01,5,00,0.017,수,11.2,22.2,0,0,60.56,보통
2881,2019-05-01,5,01,0.0,수,11.2,22.2,0,0,60.56,보통
2882,2019-05-01,5,02,0.028,수,11.2,22.2,0,0,60.56,보통
2883,2019-05-01,5,03,0.015,수,11.2,22.2,0,0,60.56,보통
2884,2019-05-01,5,04,0.006,수,11.2,22.2,0,0,60.56,보통
2885,2019-05-01,5,05,0.036,수,11.2,22.2,0,0,60.56,보통
2886,2019-05-01,5,06,0.017,수,11.2,22.2,0,0,60.56,보통
2887,2019-05-01,5,07,0.041,수,11.2,22.2,0,0,60.56,보통
2888,2019-05-01,5,08,0.044,수,11.2,22.2,0,0,60.56,보통
2889,2019-05-01,5,09,0.023,수,11.2,22.2,0,0,60.56,보통
2890,2019-05-01,5,10,0.04,수,11.2,22.2,0,0,60.56,보통
2891,2019-05-01,5,11,0.01,수,11.2,22.2,0,0,60.56,보통
2892,2019-05-01,5,12,0.051,수,11.2,22.2,0,0,60.56,보통
2893,2019-05-01,5,13,0.026,수,11.2,22.2,0,0,60.56,보통
2894,2019-05-01,5,14,0.039,수,11.2,22.2,0,0,60.56,보통
2895,2019-05-01,5,15,0.023,수,11.2,22.2,0,0,60.56,보통
2896,2019-05-01,5,16,0.07,수,11.2,22.2,0,0,60.56,보통
2897,2019-05-01,5,17,0.023,수,11.2,22.2,0,0,60.56,보통
2898,2019-05-01,5,18,0.03,수,11.2,22.2,0,0,60.56,보통
2899,2019-05-01,5,19,0.0,수,11.2,22.2,0,0,60.56,보통
2900,2019-05-01,5,20,0.029,수,11.2,22.2,0,0,60.56,보통
2901,2019-05-01,5,21,0.049,수,11.2,22.2,0,0,60.56,보통
2902,2019-05-01,5,22,0.016,수,11.2,22.2,0,0,60.56,보통
2903,2019-05-01,5,23,0.01,수,11.2,22.2,0,0,60.56,보통
2904,2019-05-02,5,00,0.01,목,10.6,25.3,0,0,55.92,보통
2905,2019-05-02,5,01,0.045,목,10.6,25.3,0,0,55.92,보통
2906,2019-05-02,5,02,0.0,목,10.6,25.3,0,0,55.92,보통
2907,2019-05-02,5,03,0.0,목,10.6,25.3,0,0,55.92,보통
2908,2019-05-02,5,04,0.016,목,10.6,25.3,0,0,55.92,보통
2909,2019-05-02,5,05,0.016,목,10.6,25.3,0,0,55.92,보통
2910,2019-05-02,5,06,0.0,목,10.6,25.3,0,0,55.92,보통
2911,2019-05-02,5,07,0.0,목,10.6,25.3,0,0,55.92,보통
2912,2019-05-02,5,08,0.015,목,10.6,25.3,0,0,55.92,보통
2913,2019-05-02,5,09,0.0,목,10.6,25.3,0,0,55.92,보통
2914,2019-05-02,5,10,0.015,목,10.6,25.3,0,0,55.92,보통
2915,2019-05-02,5,11,0.0,목,10.6,25.3,0,0,55.92,보통
2916,2019-05-02,5,12,0.026,목,10.6,25.3,0,0,55.92,보통
2917,2019-05-02,5,13,0.034,목,10.6,25.3,0,0,55.92,보통
2918,2019-05-02,5,14,0.0,목,10.6,25.3,0,0,55.92,보통
2919,2019-05-02,5,15,0.016,목,10.6,25.3,0,0,55.92,보통
2920,2019-05-02,5,16,0.018,목,10.6,25.3,0,0,55.92,보통
2921,2019-05-02,5,17,0.021,목,10.6,25.3,0,0,55.92,보통
2922,2019-05-02,5,18,0.015,목,10.6,25.3,0,0,55.92,보통
2923,2019-05-02,5,19,0.011,목,10.6,25.3,0,0,55.92,보통
2924,2019-05-02,5,20,0.015,목,10.6,25.3,0,0,55.92,보통
2925,2019-05-02,5,21,0.028,목,10.6,25.3,0,0,55.92,보통
2926,2019-05-02,5,22,0.046,목,10.6,25.3,0,0,55.92,보통
2927,2019-05-02,5,23,0.0,목,10.6,25.3,0,0,55.92,보통
2928,2019-05-03,5,00,0.012,금,10.1,26.1,0,0,58.72,보통
2929,2019-05-03,5,01,0.014,금,10.1,26.1,0,0,58.72,보통
2930,2019-05-03,5,02,0.003,금,10.1,26.1,0,0,58.72,보통
2931,2019-05-03,5,03,0.024,금,10.1,26.1,0,0,58.72,보통
2932,2019-05-03,5,04,0.0,금,10.1,26.1,0,0,58.72,보통
2933,2019-05-03,5,05,0.013,금,10.1,26.1,0,0,58.72,보통
2934,2019-05-03,5,06,0.013,금,10.1,26.1,0,0,58.72,보통
2935,2019-05-03,5,07,0.0,금,10.1,26.1,0,0,58.72,보통
2936,2019-05-03,5,08,0.023,금,10.1,26.1,0,0,58.72,보통
2937,2019-05-03,5,09,0.018,금,10.1,26.1,0,0,58.72,보통
2938,2019-05-03,5,10,0.038,금,10.1,26.1,0,0,58.72,보통
2939,2019-05-03,5,11,0.05,금,10.1,26.1,0,0,58.72,보통
2940,2019-05-03,5,12,0.031,금,10.1,26.1,0,0,58.72,보통
2941,2019-05-03,5,13,0.03,금,10.1,26.1,0,0,58.72,보통
2942,2019-05-03,5,14,0.035,금,10.1,26.1,0,0,58.72,보통
2943,2019-05-03,5,15,0.022,금,10.1,26.1,0,0,58.72,보통
2944,2019-05-03,5,16,0.004,금,10.1,26.1,0,0,58.72,보통
2945,2019-05-03,5,17,0.034,금,10.1,26.1,0,0,58.72,보통
2946,2019-05-03,5,18,0.036,금,10.1,26.1,0,0,58.72,보통
2947,2019-05-03,5,19,0.036,금,10.1,26.1,0,0,58.72,보통
2948,2019-05-03,5,20,0.027,금,10.1,26.1,0,0,58.72,보통
2949,2019-05-03,5,21,0.043,금,10.1,26.1,0,0,58.72,보통
2950,2019-05-03,5,22,0.045,금,10.1,26.1,0,0,58.72,보통
2951,2019-05-03,5,23,0.023,금,10.1,26.1,0,0,58.72,보통
2952,2019-05-04,5,00,0.017,토,12.0,27.4,0,0,92.64,나쁨
2953,2019-05-04,5,01,0.0,토,12.0,27.4,0,0,92.64,나쁨
2954,2019-05-04,5,02,0.0,토,12.0,27.4,0,0,92.64,나쁨
2955,2019-05-04,5,03,0.0,토,12.0,27.4,0,0,92.64,나쁨
2956,2019-05-04,5,04,0.032,토,12.0,27.4,0,0,92.64,나쁨
2957,2019-05-04,5,05,0.0,토,12.0,27.4,0,0,92.64,나쁨
2958,2019-05-04,5,06,0.006,토,12.0,27.4,0,0,92.64,나쁨
2959,2019-05-04,5,07,0.029,토,12.0,27.4,0,0,92.64,나쁨
2960,2019-05-04,5,08,0.019,토,12.0,27.4,0,0,92.64,나쁨
2961,2019-05-04,5,09,0.047,토,12.0,27.4,0,0,92.64,나쁨
2962,2019-05-04,5,10,0.047,토,12.0,27.4,0,0,92.64,나쁨
2963,2019-05-04,5,11,0.006,토,12.0,27.4,0,0,92.64,나쁨
2964,2019-05-04,5,12,0.01,토,12.0,27.4,0,0,92.64,나쁨
2965,2019-05-04,5,13,0.047,토,12.0,27.4,0,0,92.64,나쁨
2966,2019-05-04,5,14,0.045,토,12.0,27.4,0,0,92.64,나쁨
2967,2019-05-04,5,15,0.027,토,12.0,27.4,0,0,92.64,나쁨
2968,2019-05-04,5,16,0.017,토,12.0,27.4,0,0,92.64,나쁨
2969,2019-05-04,5,17,0.014,토,12.0,27.4,0,0,92.64,나쁨
2970,2019-05-04,5,18,0.013,토,12.0,27.4,0,0,92.64,나쁨
2971,2019-05-04,5,19,0.047,토,12.0,27.4,0,0,92.64,나쁨
2972,2019-05-04,5,20,0.016,토,12.0,27.4,0,0,92.64,나쁨
2973,2019-05-04,5,21,0.026,토,12.0,27.4,0,0,92.64,나쁨
2974,2019-05-04,5,22,0.035,토,12.0,27.4,0,0,92.64,나쁨
2975,2019-05-04,5,23,0.034,토,12.0,27.4,0,0,92.64,나쁨
2976,2019-05-05,5,00,0.016,일,13.6,26.5,0,0,66.2,보통
2977,2019-05-05,5,01,0.0,일,13.6,26.5,0,0,66.2,보통
2978,2019-05-05,5,02,0.024,일,13.6,26.5,0,0,66.2,보통
2979,2019-05-05,5,03,0.0,일,13.6,26.5,0,0,66.2,보통
2980,2019-05-05,5,04,0.0,일,13.6,26.5,0,0,66.2,보통
2981,2019-05-05,5,05,0.015,일,13.6,26.5,0,0,66.2,보통
2982,2019-05-05,5,06,0.018,일,13.6,26.5,0,0,66.2,보통
2983,2019-05-05,5,07,0.03,일,13.6,26.5,0,0,66.2,보통
2984,2019-05-05,5,08,0.022,일,13.6,26.5,0,0,66.2,보통
2985,2019-05-05,5,09,0.016,일,13.6,26.5,0,0,66.2,보통
2986,2019-05-05,5,10,0.025,일,13.6,26.5,0,0,66.2,보통
2987,2019-05-05,5,11,0.013,일,13.6,26.5,0,0,66.2,보통
2988,2019-05-05,5,12,0.026,일,13.6,26.5,0,0,66.2,보통
2989,2019-05-05,5,13,0.032,일,13.6,26.5,0,0,66.2,보통
2990,2019-05-05,5,14,0.011,일,13.6,26.5,0,0,66.2,보통
2991,2019-05-05,5,15,0.053,일,13.6,26.5,0,0,66.2,보통
2992,2019-05-05,5,16,0.023,일,13.6,26.5,0,0,66.2,보통
2993,2019-05-05,5,17,0.0,일,13.6,26.5,0,0,66.2,보통
2994,2019-05-05,5,18,0.028,일,13.6,26.5,0,0,66.2,보통
2995,2019-05-05,5,19,0.041,일,13.6,26.5,0,0,66.2,보통
2996,2019-05-05,5,20,0.036,일,13.6,26.5,0,0,66.2,보통
2997,2019-05-05,5,21,0.021,일,13.6,26.5,0,0,66.2,보통
2998,2019-05-05,5,22,0.023,일,13.6,26.5,0,0,66.2,보통
2999,2019-05-05,5,23,0.085,일,13.6,26.5,0,0,66.2,보통
3000,2019-05-06,5,00,0.015,월,9.8,19.8,0,0,33.36,보통
3001,2019-05-06,5,01,0.046,월,9.8,19.8,0,0,33.36,보통
3002,2019-05-06,5,02,0.0,월,9.8,19.8,0,0,33.36,보통
3003,2019-05-06,5,03,0.012,월,9.8,19.8,0,0,33.36,보통
3004,2019-05-06,5,04,0.032,월,9.8,19.8,0,0,33.36,보통
3005,2019-05-06,5,05,0.014,월,9.8,19.8,0,0,33.36,보통
3006,2019-05-06,5,06,0.0,월,9.8,19.8,0,0,33.36,보통
3007,2019-05-06,5,07,0.0,월,9.8,19.8,0,0,33.36,보통
3008,2019-05-06,5,08,0.047,월,9.8,19.8,0,0,33.36,보통
3009,2019-05-06,5,09,0.036,월,9.8,19.8,0,0,33.36,보통
3010,2019-05-06,5,10,0.0,월,9.8,19.8,0,0,33.36,보통
3011,2019-05-06,5,11,0.028,월,9.8,19.8,0,0,33.36,보통
3012,2019-05-06,5,12,0.054,월,9.8,19.8,0,0,33.36,보통
3013,2019-05-06,5,13,0.043,월,9.8,19.8,0,0,33.36,보통
3014,2019-05-06,5,14,0.06,월,9.8,19.8,0,0,33.36,보통
3015,2019-05-06,5,15,0.058,월,9.8,19.8,0,0,33.36,보통
3016,2019-05-06,5,16,0.035,월,9.8,19.8,0,0,33.36,보통
3017,2019-05-06,5,17,0.041,월,9.8,19.8,0,0,33.36,보통
3018,2019-05-06,5,18,0.038,월,9.8,19.8,0,0,33.36,보통
3019,2019-05-06,5,19,0.042,월,9.8,19.8,0,0,33.36,보통
3020,2019-05-06,5,20,0.038,월,9.8,19.8,0,0,33.36,보통
3021,2019-05-06,5,21,0.033,월,9.8,19.8,0,0,33.36,보통
3022,2019-05-06,5,22,0.084,월,9.8,19.8,0,0,33.36,보통
3023,2019-05-06,5,23,0.042,월,9.8,19.8,0,0,33.36,보통
3024,2019-05-07,5,00,0.014,화,8.4,21.9,0,0,47.6,보통
3025,2019-05-07,5,01,0.0,화,8.4,21.9,0,0,47.6,보통
3026,2019-05-07,5,02,0.014,화,8.4,21.9,0,0,47.6,보통
3027,2019-05-07,5,03,0.0,화,8.4,21.9,0,0,47.6,보통
