,방송일시,hour,ampm,마더코드,상품코드,상품명,상품군,판매단가,노출시간,취급액,판매개수
2612,2019-03-18,8,AM,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900,60.0,30610000.0,512.0
2613,2019-03-18,8,AM,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900,60.0,23912000.0,400.0
2614,2019-03-18,20,PM,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000,60.0,45894000.0,71.0
2615,2019-03-18,20,PM,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000,60.0,58566000.0,98.0
2616,2019-03-18,20,PM,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,60.0,75995000.0,139.0
2617,2019-03-18,9,AM,100771,202251,무이자 쿠진나이프케어 살균건조기풀세트,주방,159000,60.0,38503000.0,243.0
2618,2019-03-18,9,AM,100771,202256,일시불 쿠진나이프케어 살균건조기풀세트,주방,147000,60.0,45566000.0,310.0
2619,2019-03-18,21,PM,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,60.0,103428000.0,67.0
2620,2019-03-18,21,PM,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,60.0,117365000.0,84.0
2621,2019-03-18,10,AM,100452,201395,NNF SS트레이닝 세트,의류,49000,60.0,69434000.0,1418.0
2622,2019-03-18,22,PM,100695,202058,남영비비안 소노르 베르사유 노와이어 컬렉션 브라,속옷,99000,60.0,181529000.0,1834.0
2623,2019-03-18,11,AM,100330,201038,LG생활건강 테크 한장빨래 화이트업(30매X9박스),생활용품,59800,60.0,70726000.0,1183.0
2624,2019-03-18,23,PM,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,60.0,18324000.0,13.0
2625,2019-03-18,23,PM,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,60.0,49185000.0,26.0
2626,2019-03-18,23,PM,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,60.0,0.0,0.0
2627,2019-03-18,23,PM,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,60.0,23686000.0,8.0
2628,2019-03-18,23,PM,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,60.0,52835000.0,41.0
2629,2019-03-18,23,PM,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,60.0,116753000.0,69.0
2630,2019-03-18,23,PM,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,60.0,12812000.0,6.0
2631,2019-03-18,23,PM,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,60.0,28587000.0,11.0
2632,2019-03-18,0,AM,100599,201889,푸마 언더셔츠 7종 패키지,속옷,89000,40.0,72581000.0,816.0
2633,2019-03-18,0,AM,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,20.0,38793000.0,555.0
2634,2019-03-18,12,PM,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,60.0,141587000.0,2364.0
2635,2019-03-19,1,AM,100655,201981,종근당건강 전립쎈 프라임,건강기능,89000,55.666666666666664,33900000.0,381.0
2636,2019-03-19,13,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,87619000.0,798.0
2637,2019-03-19,14,PM,100070,200191,칼리베이직 여성백 3종세트,잡화,39900,60.0,85208000.0,2136.0
2638,2019-03-19,15,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,117658000.0,3808.0
2639,2019-03-19,16,PM,100452,201395,NNF SS트레이닝 세트,의류,49000,60.0,75380000.0,1539.0
2640,2019-03-19,17,PM,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,60.0,143397000.0,2874.0
2641,2019-03-19,6,AM,100134,200365,까사마루행거 2단,생활용품,39000,60.0,47171000.0,1210.0
2642,2019-03-19,18,PM,100610,201863,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,60.0,3529000.0,40.0
2643,2019-03-19,18,PM,100610,201886,푸마 심리스 드로즈 블랙에디션 패키지,속옷,89000,60.0,63410000.0,713.0
2644,2019-03-19,18,PM,100610,201907,푸마 트렁크 블랙에디션 패키지,속옷,89000,60.0,23594000.0,266.0
2645,2019-03-19,7,AM,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900,60.0,30889000.0,516.0
2646,2019-03-19,7,AM,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900,60.0,26273000.0,439.0
2647,2019-03-19,19,PM,100612,201868,푸마 드라이셀 브라탑 4종세트(끈형),속옷,69000,60.0,8860000.0,129.0
2648,2019-03-19,19,PM,100612,201869,푸마 드라이셀 브라탑 4종세트(런닝형),속옷,69000,60.0,30326000.0,440.0
2649,2019-03-19,19,PM,100612,201878,푸마 드라이셀 컴포트 탑 레이어 브라탑 4종세트(긴팔형),속옷,69000,60.0,27909000.0,405.0
2650,2019-03-19,8,AM,100240,200814,키친아트 스마트뷰 스텐밀폐용기 20종,주방,119000,60.0,62833000.0,529.0
2651,2019-03-19,8,AM,100240,200816,키친아트 스마트뷰 스텐밀폐용기 9종,주방,89000,60.0,2494000.0,29.0
2652,2019-03-19,20,PM,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,52341000.0,241.0
2653,2019-03-19,20,PM,100837,202468,무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,10822000.0,53.0
2654,2019-03-19,20,PM,100837,202471,일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,10367000.0,53.0
2655,2019-03-19,20,PM,100837,202478,일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,35357000.0,170.0
2656,2019-03-19,9,AM,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,60.0,90386000.0,1812.0
2657,2019-03-19,21,PM,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000,60.0,11720000.0,19.0
2658,2019-03-19,21,PM,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000,60.0,13940000.0,24.0
2659,2019-03-19,21,PM,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000,60.0,29634000.0,54.0
2660,2019-03-19,21,PM,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000,60.0,23138000.0,39.0
2661,2019-03-19,21,PM,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000,60.0,28233000.0,52.0
2662,2019-03-19,21,PM,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,60.0,56292000.0,113.0
2663,2019-03-19,10,AM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,119370000.0,1961.0
2664,2019-03-19,22,PM,100635,201945,바로바로 무선청소기,생활용품,89000,60.0,92618000.0,1041.0
2665,2019-03-19,11,AM,100489,201470,삭루츠 버켓 백(TQ18),잡화,52000,60.0,59634000.0,1147.0
2666,2019-03-19,11,AM,100489,201471,삭루츠 크로스바디 백(TQ12),잡화,44000,60.0,75273000.0,1711.0
2667,2019-03-19,11,AM,100489,201475,삭루츠 투 웨이 백팩(TQ55),잡화,69000,60.0,58448000.0,848.0
2668,2019-03-19,23,PM,100090,200243,헤비추얼 남성 트렌치 맥코트,의류,49000,60.0,46585000.0,951.0
2669,2019-03-19,23,PM,100090,200247,헤비추얼 여성 트렌치 맥코트,의류,49000,60.0,91871000.0,1875.0
2670,2019-03-19,0,AM,100090,200243,헤비추얼 남성 트렌치 맥코트,의류,49000,60.0,32630000.0,666.0
2671,2019-03-19,0,AM,100090,200247,헤비추얼 여성 트렌치 맥코트,의류,49000,60.0,68739000.0,1403.0
2672,2019-03-19,12,PM,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000,60.0,43453000.0,737.0
2673,2019-03-19,12,PM,100613,201876,푸마 드라이셀 치마레깅스 3종,속옷,59000,60.0,34038000.0,577.0
2674,2019-03-20,1,AM,100809,202383,CERINI by PAT 남성 어반 카라 티셔츠 4종,의류,69900,55.833333333333336,33172000.0,475.0
2675,2019-03-20,13,PM,100751,202197,스프리스 남성 코트 스니커즈,잡화,69000,60.0,7842000.0,114.0
2676,2019-03-20,13,PM,100751,202200,스프리스 여성 코트 스니커즈,잡화,69000,60.0,50279000.0,729.0
2677,2019-03-20,14,PM,100802,202366,바다먹자 국내산 손질문어 9팩,농수축,59900,60.0,48213000.0,805.0
2678,2019-03-20,15,PM,100780,202280,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,109900,60.0,79153000.0,721.0
2679,2019-03-20,16,PM,100149,200423,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),가전,1899000,60.0,0.0,0.0
2680,2019-03-20,16,PM,100149,200478,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),가전,1989000,60.0,23159000.0,12.0
2681,2019-03-20,16,PM,100149,200479,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2299000,60.0,80098000.0,35.0
2682,2019-03-20,16,PM,100149,200546,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2209000,60.0,64103000.0,30.0
2683,2019-03-20,17,PM,100070,200191,칼리베이직 여성백 3종세트,잡화,39900,60.0,113844000.0,2854.0
2684,2019-03-20,6,AM,100305,200980,오모떼 미라클쉐이핑 브라팬티 시즌2,속옷,99000,60.0,49897000.0,505.0
2685,2019-03-20,18,PM,100435,201349,우리바다 손질왕꼬막 20팩,농수축,39900,60.0,86378000.0,2165.0
2686,2019-03-20,7,AM,100226,200789,코이모 리빙박스 8종,생활용품,49800,60.0,110866000.0,2227.0
2687,2019-03-20,19,PM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,127300000.0,2091.0
2688,2019-03-20,8,AM,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,36305000.0,167.0
2689,2019-03-20,8,AM,100837,202468,무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,13186000.0,64.0
2690,2019-03-20,8,AM,100837,202471,일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,10360000.0,53.0
2691,2019-03-20,8,AM,100837,202478,일시불 쿠쿠전기밥솥 10인용,주방,208000,40.0,10058000.0,49.0
2692,2019-03-20,20,PM,100489,201470,삭루츠 버켓 백(TQ18),잡화,52000,60.0,51123000.0,984.0
2693,2019-03-20,20,PM,100489,201471,삭루츠 크로스바디 백(TQ12),잡화,44000,60.0,71744000.0,1631.0
2694,2019-03-20,20,PM,100489,201475,삭루츠 투 웨이 백팩(TQ55),잡화,69000,60.0,54462000.0,790.0
2695,2019-03-20,9,AM,100452,201395,NNF SS트레이닝 세트,의류,49000,60.0,88209000.0,1801.0
2696,2019-03-20,21,PM,100577,201704,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1349000,60.0,110021000.0,82.0
2697,2019-03-20,21,PM,100577,201706,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,가전,1089000,60.0,17912000.0,17.0
2698,2019-03-20,21,PM,100577,201756,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1259000,60.0,57888000.0,46.0
2699,2019-03-20,21,PM,100577,201758,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,가전,999000,60.0,27128000.0,28.0
2700,2019-03-20,10,AM,100742,202179,도스문도스 카이만 엠보 소가죽 핸드백 1종(SS),잡화,99000,60.0,45684000.0,462.0
2701,2019-03-20,22,PM,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,60.0,133083000.0,958.0
2702,2019-03-20,11,AM,100097,200267,올리고 가스와이드그릴레인지 기본형,주방,109000,60.0,9633000.0,89.0
2703,2019-03-20,11,AM,100097,200268,올리고 가스와이드그릴레인지 프리미엄형,주방,129000,60.0,64081000.0,497.0
2704,2019-03-20,23,PM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,119926000.0,3014.0
2705,2019-03-20,0,AM,100501,201514,노비타 스마트 비데,생활용품,189000,60.0,99855000.0,529.0
2706,2019-03-20,12,PM,100330,201038,LG생활건강 테크 한장빨래 화이트업(30매X9박스),생활용품,59800,60.0,63182000.0,1057.0
2707,2019-03-21,1,AM,100209,200745,무이자  모즈 미니오븐,주방,89000,55.9,2039000.0,23.0
2708,2019-03-21,1,AM,100209,200746,무이자  모즈 커피머신,주방,129000,55.9,2269000.0,18.0
2709,2019-03-21,1,AM,100209,200747,무이자  모즈 커피머신&미니오븐,주방,188000,55.9,12777000.0,68.0
2710,2019-03-21,1,AM,100209,200750,일시불  모즈 미니오븐,주방,79000,55.9,1643000.0,21.0
2711,2019-03-21,1,AM,100209,200751,일시불  모즈 커피머신,주방,119000,55.9,2101000.0,18.0
2712,2019-03-21,1,AM,100209,200752,일시불  모즈 커피머신&미니오븐,주방,168000,55.9,11414000.0,68.0
2713,2019-03-21,13,PM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,94260000.0,2369.0
2714,2019-03-21,14,PM,100321,201023,통째로 착즙한 루비 석류즙 84포,건강기능,77000,60.0,114310000.0,1485.0
2715,2019-03-21,15,PM,100657,201985,노와 스텐 대용량에어프라이어 4L,주방,84800,60.0,97318000.0,1148.0
2716,2019-03-21,16,PM,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,60.0,115481000.0,1285.0
2717,2019-03-21,17,PM,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,60.0,89946000.0,1502.0
2718,2019-03-21,6,AM,100335,201047,더블유베일 캐시라이크 니트 4종,의류,39900,60.0,35562000.0,892.0
2719,2019-03-21,18,PM,100731,202136,월드컵 남성다이얼트레킹화세트,잡화,59800,60.0,58218000.0,974.0
2720,2019-03-21,18,PM,100731,202146,월드컵 여성다이얼트레킹화세트,잡화,59800,60.0,34854000.0,583.0
2721,2019-03-21,7,AM,100489,201470,삭루츠 버켓 백(TQ18),잡화,52000,60.0,31357000.0,604.0
2722,2019-03-21,7,AM,100489,201471,삭루츠 크로스바디 백(TQ12),잡화,44000,60.0,48232000.0,1097.0
2723,2019-03-21,7,AM,100489,201475,삭루츠 투 웨이 백팩(TQ55),잡화,69000,60.0,34915000.0,507.0
2724,2019-03-21,19,PM,100635,201945,바로바로 무선청소기,생활용품,89000,60.0,84210000.0,947.0
2725,2019-03-21,8,AM,100635,201945,바로바로 무선청소기,생활용품,89000,60.0,84869000.0,954.0
2726,2019-03-21,20,PM,100149,200423,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),가전,1899000,60.0,11167000.0,6.0
2727,2019-03-21,20,PM,100149,200478,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),가전,1989000,60.0,19337000.0,10.0
2728,2019-03-21,20,PM,100149,200479,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2299000,60.0,97852000.0,43.0
2729,2019-03-21,20,PM,100149,200546,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2209000,60.0,34196000.0,16.0
2730,2019-03-21,9,AM,100294,200954,세균싹 행주티슈,주방,39900,60.0,80244000.0,2012.0
2731,2019-03-21,21,PM,100090,200243,헤비추얼 남성 트렌치 맥코트,의류,49000,60.0,45129000.0,921.0
2732,2019-03-21,21,PM,100090,200247,헤비추얼 여성 트렌치 맥코트,의류,49000,60.0,98611000.0,2013.0
2733,2019-03-21,10,AM,100578,201714,무이자 삼성 블루스카이 공기청정기 7000 AX80R7580WDD,가전,809000,60.0,67108000.0,83.0
2734,2019-03-21,10,AM,100578,201766,일시불 삼성 블루스카이 공기청정기 7000 AX80R7580WDD,가전,779000,60.0,29744000.0,39.0
2735,2019-03-21,22,PM,100577,201704,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1349000,60.0,91932000.0,69.0
2736,2019-03-21,22,PM,100577,201706,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,가전,1089000,60.0,12006000.0,12.0
2737,2019-03-21,22,PM,100577,201756,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1259000,60.0,27307000.0,22.0
2738,2019-03-21,22,PM,100577,201758,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,가전,999000,60.0,13735000.0,14.0
2739,2019-03-21,11,AM,100780,202280,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,109900,60.0,70259000.0,640.0
2740,2019-03-21,23,PM,100368,201158,무이자 2019년 올뉴 숀리 스쿼트머신,생활용품,149000,60.0,23371000.0,157.0
2741,2019-03-21,23,PM,100368,201159,일시불 2019년 올뉴 숀리 스쿼트머신,생활용품,139000,60.0,48126000.0,347.0
2742,2019-03-21,0,AM,100346,201069,테이트 남성 SS 트렌치재킷,의류,69900,60.0,19918000.0,285.0
2743,2019-03-21,0,AM,100346,201076,테이트 여성 SS 트렌치재킷,의류,69900,60.0,58095000.0,832.0
2744,2019-03-21,12,PM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,95919000.0,1576.0
2745,2019-03-22,1,AM,100293,200949,무이자[가이거] 제니스시계 주얼리세트,잡화,139000,56.16666666666667,15471000.0,112.0
2746,2019-03-22,1,AM,100293,200952,일시불[가이거] 제니스시계 주얼리세트,잡화,129000,56.16666666666667,22125000.0,172.0
2747,2019-03-22,13,PM,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000,60.0,37796000.0,190.0
2748,2019-03-22,13,PM,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000,60.0,96323000.0,485.0
2749,2019-03-22,14,PM,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,60.0,90151000.0,649.0
2750,2019-03-22,15,PM,100489,201470,삭루츠 버켓 백(TQ18),잡화,52000,60.0,39034000.0,751.0
2751,2019-03-22,15,PM,100489,201471,삭루츠 크로스바디 백(TQ12),잡화,44000,60.0,50986000.0,1159.0
2752,2019-03-22,15,PM,100489,201475,삭루츠 투 웨이 백팩(TQ55),잡화,69000,60.0,42138000.0,611.0
2753,2019-03-22,16,PM,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,주방,119000,60.0,109973000.0,925.0
2754,2019-03-22,17,PM,100704,202069,김정문의 섬진강 재첩국 11팩 3.3kg,농수축,39900,60.0,119662000.0,3000.0
2755,2019-03-22,6,AM,100066,200156,무이자 아이넥스 프리미엄 올스텐 싱크선반,주방,94800,60.0,19545000.0,207.0
2756,2019-03-22,6,AM,100066,200160,일시불 아이넥스 프리미엄 올스텐 싱크선반,주방,88800,60.0,27717000.0,313.0
2757,2019-03-22,18,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,132986000.0,4304.0
2758,2019-03-22,7,AM,100751,202197,스프리스 남성 코트 스니커즈,잡화,69000,60.0,7274000.0,106.0
2759,2019-03-22,7,AM,100751,202200,스프리스 여성 코트 스니커즈,잡화,69000,60.0,31042000.0,450.0
2760,2019-03-22,19,PM,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,60.0,113077000.0,1618.0
2761,2019-03-22,8,AM,100309,200992,닥터 슈퍼 루테인,건강기능,59900,60.0,89097000.0,1488.0
2762,2019-03-22,20,PM,100448,201376,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,60.0,22610000.0,128.0
2763,2019-03-22,20,PM,100448,201377,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,60.0,14328000.0,91.0
2764,2019-03-22,20,PM,100448,201378,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,49574000.0,296.0
2765,2019-03-22,20,PM,100448,201379,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,60.0,23480000.0,159.0
2766,2019-03-22,9,AM,100770,202250,무이자 에지리 스텐큐브 프라이팬,주방,179000,60.0,69497000.0,389.0
2767,2019-03-22,9,AM,100770,202255,일시불 에지리 스텐큐브 프라이팬,주방,171000,60.0,49704000.0,291.0
2768,2019-03-22,21,PM,100573,201708,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,1999000,60.0,25228000.0,13.0
2769,2019-03-22,21,PM,100573,201709,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,2399000,60.0,125812000.0,53.0
2770,2019-03-22,21,PM,100573,201760,일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,1909000,60.0,16067000.0,9.0
2771,2019-03-22,21,PM,100573,201761,일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,2309000,60.0,62945000.0,28.0
2772,2019-03-22,10,AM,100305,200989,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,60.0,101418000.0,1140.0
2773,2019-03-22,22,PM,100612,201868,푸마 드라이셀 브라탑 4종세트(끈형),속옷,69000,60.0,9091000.0,132.0
2774,2019-03-22,22,PM,100612,201869,푸마 드라이셀 브라탑 4종세트(런닝형),속옷,69000,60.0,33727000.0,489.0
2775,2019-03-22,22,PM,100612,201878,푸마 드라이셀 컴포트 탑 레이어 브라탑 4종세트(긴팔형),속옷,69000,60.0,37800000.0,548.0
2776,2019-03-22,11,AM,100088,200235,에코라믹 컬링스톤프라이팬세트,주방,50900,60.0,100469000.0,1974.0
2777,2019-03-22,23,PM,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000,60.0,54112000.0,272.0
2778,2019-03-22,23,PM,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000,60.0,114490000.0,576.0
2779,2019-03-22,0,AM,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,60.0,3346000.0,8.0
2780,2019-03-22,0,AM,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,60.0,21749000.0,45.0
2781,2019-03-22,0,AM,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,60.0,1522000.0,4.0
2782,2019-03-22,0,AM,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,60.0,52796000.0,118.0
2783,2019-03-22,12,PM,100211,200755,스포메틱스 네츄럴 선스틱,이미용,39900,60.0,75819000.0,1901.0
2784,2019-03-23,1,AM,100346,201083,테이트 여성 티셔츠4종,의류,59000,56.16666666666667,22996000.0,390.0
2785,2019-03-23,13,PM,100090,200243,헤비추얼 남성 트렌치 맥코트,의류,49000,60.0,43789000.0,894.0
2786,2019-03-23,13,PM,100090,200247,헤비추얼 여성 트렌치 맥코트,의류,49000,60.0,96122000.0,1962.0
2787,2019-03-23,14,PM,100226,200785,가)세렌셉템버 다이아 체크 리빙박스+압축팩,생활용품,59800,60.0,114634000.0,1917.0
2788,2019-03-23,15,PM,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,86835000.0,399.0
2789,2019-03-23,15,PM,100837,202468,무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,24666000.0,119.0
2790,2019-03-23,15,PM,100837,202471,일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,25656000.0,130.0
2791,2019-03-23,15,PM,100837,202478,일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,62924000.0,303.0
2792,2019-03-23,16,PM,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,60.0,173640000.0,1250.0
2793,2019-03-23,17,PM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,200894000.0,3299.0
2794,2019-03-23,6,AM,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,60.0,60494000.0,1517.0
2795,2019-03-23,7,AM,100654,201977,무이자 종근당건강 락토핏 생유산균골드 단하루,건강기능,79000,60.0,45661000.0,578.0
2796,2019-03-23,7,AM,100654,201980,일시불 종근당건강 락토핏 생유산균골드 단하루,건강기능,75050,60.0,155050000.0,2066.0
2797,2019-03-23,19,PM,100127,200341,뱅뱅 남성 봄 데님팬츠 3종,의류,69900,40.0,36638000.0,525.0
2798,2019-03-23,19,PM,100127,200352,뱅뱅 여성 봄 데님팬츠 3종,의류,69900,40.0,37860000.0,542.0
2799,2019-03-23,8,AM,100346,201069,테이트 남성 SS 트렌치재킷,의류,69900,60.0,37655000.0,539.0
2800,2019-03-23,8,AM,100346,201076,테이트 여성 SS 트렌치재킷,의류,69900,60.0,79610000.0,1139.0
2801,2019-03-23,20,PM,100127,200341,뱅뱅 남성 봄 데님팬츠 3종,의류,69900,20.0,25733000.0,369.0
2802,2019-03-23,20,PM,100127,200352,뱅뱅 여성 봄 데님팬츠 3종,의류,69900,20.0,23822000.0,341.0
2803,2019-03-23,20,PM,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000,40.0,35649000.0,180.0
2804,2019-03-23,20,PM,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000,40.0,50678000.0,255.0
2805,2019-03-23,9,AM,100152,200461,무이자 LG 코드제로 무선청소기 A930 (A938RA)싱글팩,가전,899000,60.0,3012000.0,4.0
2806,2019-03-23,9,AM,100152,200462,무이자 LG 코드제로 무선청소기 A940 (A948SA) 더블팩,가전,999000,60.0,10111000.0,11.0
2807,2019-03-23,9,AM,100152,200463,무이자 LG 코드제로 무선청소기 A950 (A958IA) 더블팩,가전,1089000,60.0,61818000.0,57.0
2808,2019-03-23,9,AM,100152,200529,일시불 LG 코드제로 무선청소기 A930 (A938RA)싱글팩,가전,829000,60.0,2773000.0,4.0
2809,2019-03-23,9,AM,100152,200530,일시불 LG 코드제로 무선청소기 A940 (A948SA) 더블팩,가전,929000,60.0,3114000.0,4.0
2810,2019-03-23,9,AM,100152,200531,일시불 LG 코드제로 무선청소기 A950 (A958IA) 더블팩,가전,1019000,60.0,43971000.0,44.0
2811,2019-03-23,21,PM,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,40.0,68764000.0,765.0
2812,2019-03-23,21,PM,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000,20.0,34725000.0,175.0
2813,2019-03-23,21,PM,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000,20.0,42365000.0,213.0
2814,2019-03-23,10,AM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,133878000.0,1220.0
2815,2019-03-23,22,PM,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,20.0,61975000.0,690.0
2816,2019-03-23,22,PM,100251,200847,K-SWISS 남성에어핏트랙수트,의류,119000,40.0,28963000.0,244.0
2817,2019-03-23,22,PM,100251,200858,K-SWISS 여성에어핏트랙수트,의류,119000,40.0,22386000.0,189.0
2818,2019-03-23,11,AM,100751,202197,스프리스 남성 코트 스니커즈,잡화,69000,60.0,13038000.0,189.0
2819,2019-03-23,11,AM,100751,202200,스프리스 여성 코트 스니커즈,잡화,69000,60.0,69955000.0,1014.0
2820,2019-03-23,23,PM,100251,200847,K-SWISS 남성에어핏트랙수트,의류,119000,20.0,45808000.0,385.0
2821,2019-03-23,23,PM,100251,200858,K-SWISS 여성에어핏트랙수트,의류,119000,20.0,20683000.0,174.0
2822,2019-03-23,23,PM,100577,201704,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1349000,40.0,22147000.0,17.0
2823,2019-03-23,23,PM,100577,201706,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,가전,1089000,40.0,3014000.0,3.0
2824,2019-03-23,23,PM,100577,201756,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1259000,40.0,20714000.0,17.0
